review_id,Place_name,city,Username,rating,Komentar,relative_date,review_date,clean_text
247,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Annisa Eprila Fauziah,5,"Pertama kali ke perpustakaan nasional, senangnya..sangat luas dan nyaman untuk baca buku atau mengerjakan skripsi. Sekalian bikin kartu anggota juga supaya bisa pinjam buku, ini gratis ya, disarankan untuk datang pagi, karena dikuota per harinya untuk bikin kartu anggota dan kemarin petugas yang melayani cuma 2 loket, lumayan lama.
Disimpan baik-baik kartunya jangan sampai hilang. Sempet ke kantin di lt.4 pas jam 12an, penuh guys, gak jadi makan deh.
Pemandangan dari lt. 24 bagus banget, kita bisa lihat luasnya Jakarta dan khususnya gedung ini hadap2an dengan monas, kerennn.
Aku saranin jgn keluar pas jam tutup bgt, karena lift nya penuh terus hiks bener-bener cari celah setiap naik lift, padet banyak orang. Kalau gk gitu gak turun2, mana aku ada di lantai atas lagi, eskalator cuma sampai lt 4 aja, alternatifnya cuma tangga, ya tapi turun lewat tangga gempor juga dari lt. 24..sabar aja ya guys kalau lift nya sering penuh..i'am totally happy!",3 tahun lalu,2025-10-21,kali pustaka nasional senang luas nyaman baca buku skripsi kartu anggota pinjam buku gratis saran pagi kuota hari kartu anggota kemarin tugas layan loket lumayan simpan kartu hilang sempet kantin jam penuh teman makan pandang bagus lihat luas jakarta gedung hadap monas kerennn saranin jam tutup lift penuh cari celah lift padet orang turun lantai eskalator alternatif tangga turun tangga gempor sabar teman lift penuh totally senang
248,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Yogi Pratama,5,"Perpustakaan Nasional (Perpusnas) di Jakarta bukan sekadar tempat untuk membaca buku, tapi merupakan destinasi edukasi dan wisata yang wajib dikunjungi! 🏛️📚 Dari luar, gedung Perpusnas sudah terlihat megah dengan 27 lantai, menjadikannya salah satu perpustakaan tertinggi di dunia. Begitu masuk, suasananya modern dan nyaman banget, jauh dari kesan kaku. Cocok buat yang butuh suasana tenang untuk belajar atau bekerja. ✨📖

Koleksi buku di sini super lengkap! Dari buku-buku langka, literatur sejarah, hingga koleksi terbaru dari berbagai genre, semuanya ada. Kamu bisa mengakses ribuan buku fisik dan digital dari seluruh dunia. Bahkan, ada koleksi manuskrip kuno yang sangat berharga. Setiap lantai di Perpusnas punya tema tertentu, mulai dari lantai khusus anak-anak, lantai buku digital, hingga koleksi buku-buku akademik. Jadi, apapun minat atau kebutuhanmu, kamu pasti akan menemukan buku yang kamu cari di sini 📚.

Selain fasilitas membaca, Perpusnas juga punya berbagai ruang yang keren, seperti auditorium, ruang pameran, dan tempat diskusi. Untuk kamu yang suka bekerja atau belajar di luar rumah, ada area coworking space yang nyaman, lengkap dengan Wi-Fi kencang dan colokan listrik di mana-mana. Fasilitasnya benar-benar mendukung, jadi belajar atau kerja di sini bisa lebih produktif. 🙌💻

Salah satu yang paling menarik adalah pemandangan dari lantai atas. Dari ketinggian, kamu bisa melihat pemandangan Jakarta yang luas, termasuk Monas yang terlihat begitu dekat. Suasana ini bikin belajar jadi lebih menyenangkan dan nggak membosankan. 🌆

Dan yang terbaik? Semuanya GRATIS! Kamu hanya perlu mendaftar sebagai anggota untuk menikmati semua fasilitas dan koleksi yang ada. Pengunjungnya pun beragam, dari anak-anak, mahasiswa, hingga para peneliti. Kalau kamu suka buku, atau cuma butuh tempat tenang untuk refleksi diri, Perpustakaan Nasional adalah tempat yang wajib kamu kunjungi saat berada di Jakarta. 📖🏙️""",setahun lalu,2025-10-21,pustaka nasional perpusnas jakarta baca buku destinasi edukasi wisata wajib kunjung gedung perpusnas megah lantai jadi salah pustaka tinggi dunia masuk suasana modern nyaman kesan kaku cocok butuh suasana tenang ajar koleksi buku lengkap buku buku langka literatur sejarah koleksi baru genre akses ribu buku fisik digital dunia koleksi manuskrip kuno harga lantai perpusnas tema lantai khusus anak anak lantai buku digital koleksi buku buku akademik apa minat butuh temu buku cari fasilitas baca perpusnas ruang keren auditorium ruang pamer diskusi suka ajar rumah area coworking space nyaman lengkap kencang colok listrik fasilitas dukung ajar kerja produktif salah tarik pandang lantai tinggi pandang jakarta luas monas suasana ajar senang bosan baik gratis daftar anggota nikmat fasilitas koleksi unjung agam anak anak mahasiswa teliti suka buku butuh tenang refleksi pustaka nasional wajib kunjung jakarta
249,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Fairiko S,5,"Menjadi perpustakaan nasional sejak thn 2017 karena perpusnas yg di jl salemba di pindahkan kesini.
Tempatnya bersih, bagus, nyaman dan sangat teratur, serta informatif, jika kita berkunjung saat ini perpusnas menerapkan standar covid yg jelas dan baik.
Untuk menjadi anggota perpustakaan pun sangat mudah, cepat semua komputeris langsung jadi dgn ada foto diri dan tanpa biaya, dgn menjadi anggota kita bisa meminjam buku yg kita inginkan, gedung ini terdiri dari 24 lantai, yang masing2 lantai berbeda2 peruntukannya.
Setiap pengunjung wajib tukar tas di lt 1 dengan memakai tas khusus, ada juga cafetaria.
Pembuatan kartu anggota di lt2 dilakukan pendaftaran melalui komputer / online sangat mudah dan langsung jadi hanya butuh waktu 5 mnt, bisa untuk umum ataupun pelajar.
Lt4 ada kantin yg cukup murah untuk kalangan pelajar yg mayoritas datang.
Jika berkunjung ke sini sempatkan ke lt 24 karena ada lounge exec yang menampilkan view sekitar jakarta dari ketinggian.
Layak di kunjungi sebagai perpustakaan modern yg memanjakan pengunjung.",5 tahun lalu,2025-10-21,pustaka nasional perpusnas salemba pindah kesini tempat bersih bagus nyaman atur informatif kunjung perpusnas terap standar covid anggota pustaka mudah cepat komputer langsung foto biaya anggota pinjam buku gedung lantai lantai beda untuk unjung wajib tukar tas pakai tas khusus cafetaria buat kartu anggota daftar komputer daring mudah langsung butuh mnt ajar kantin murah kalang ajar mayoritas kunjung sempat lounge exec tampil view jakarta tinggi layak kunjung pustaka modern manja unjung
250,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Manda,4,"Tempatnya bagus dan keren.
Kritik:
1. Perbanyak buku baru dan filmnya
2. Karyawan terkesan lamban khususnya di kantin, antrian bisa sampai 15 menit hanya untuk bayar
3. Tempat makan kurang luas
4. Lift dibuat ganjil genap saja karena sering lama menunggu lift",9 bulan lalu,2025-10-21,tempat bagus keren kritik banyak buku film karyawan kes lamban kantin antri menit bayar makan luas lift ganjil genap tunggu lift
251,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Mirza Nur,5,"Perpustakaan yang sangat bagus, sebelum masuk ke perpusnya disuguhkan museum sejarah di dalamnya
Sangat bagus untuk belajar, mencari referensi dalam menulis dan menambah pengetahuan📚
Tempatnya yang mudah dijangkau dengan transportasi umum memudahkan untuk sampai ke perpustakaan. Fasilitas di dalamnya juga bagus ada ruang komputernya juga jadi, bisa langsung mengerjakan tugas. 😊👍",5 bulan lalu,2025-10-21,pustaka bagus masuk pus suguh museum sejarah dalam bagus ajar cari referensi tulis tambah tahu tempat mudah jangkau transportasi mudah pustaka fasilitas dalam bagus ruang komputer langsung tugas
252,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Joe,5,"Lantai favorit gw lantai 22, bervariasi banget buku-bukunya di situ, terutama buku-buku buat yang lagi skripsian dan mau nyari teori-teori para ahli. Hampir semua lantai nyaman buat baca, nugas, atau sekedar santuy. Wifinya juga lumayan bgt loh, buat sekelas publik wifi yang dipake banyak orang, cukup kenceng buat browsing, download jurnal, dengerin musik di Spotify sambil nugas juga lancar. Oh iya mesin anjungan pengembalian mandirinya canggih bgt kaya di luar negri😂 balikin buku jadi satset klik 1 tombol langsung masukin buku dan udah otomatis tercatat sistem sudah dikembalikan. Sangat-sangat membantu banyak kalangan.
Kekurangannya paling beberapa nomor panggil buku tidak sesuai dengan buku yang di tampilkan di web perpunas. Jadi lama banget pas nyari bukunya, 3 buku bisa sampe hampir 1 jam nyarinya karna ga ketemu-ketemu padahal sudah nyari di deteran nomor panggil yang seharusnya.",2 tahun lalu,2025-10-21,lantai favorit lantai variasi buku buku situ buku buku skripsi nyari teori teori ahli lantai nyaman baca nugas dar santai wifinya lumayan loh kelas publik wifi dipake orang kenceng browsing unduh jurnal dengerin musik spotify nugas lancar iya mesin anjung kembali mandiri canggih negri balikin buku satset klik tombol langsung masukin buku otomatis catat sistem kembali bantu kalang kurang nomor panggil buku sesuai buku tampil web perpunas nyari buku buku jam nyarinya ketemu ketemu nyari deteran nomor panggil
253,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Marsya Nisrina,5,"Pertama kali kesini dan bagus banget tempatnya!
Aksesnya mudah dicapai, karena saya dari Depok, jadi memilih naik CL lalu turun di St. Gondangdia lalu naik transportasi daring dan jaraknya tidak jauh. Kalau jalan juga bisa, karena dari St. Gondangdia jaraknya sekitar 1KM. Sebelumnya sudah pernah ke perpus yang di Salemba, tapi yang baru ini kesannya lebih modern, fasilitasnya juga lengkap. Ada eskalator, dan lift. Toilet juga bersih, bagus dan ada toilet untuk difabel juga.

Kalau belum pernah berkunjung sebelumnya, bisa buat kartu anggota dulu yg ada di lt.2, karena saya sudah punya jadi tidak perlu buat dulu, dan seprtinya prosesnya juga lumayan cepat. Pengunjung yg mau melihat koleksi diwajibkan untuk menitipkan tas dan memakain tas transparan yang telah disediakan.

Selain mencari buku, tempatnya juga kece buat foto foto lalu di upload di medsos. Jadi selain cari cari buku juga bisa banget sekaligus wisata. Spot fotonya juga banyak. Bisa juga foto di balkon yang latar belakangnya Monas. Selain itu, tempatnya juga bersebrangan dengan Monas, jadi bisa juga setelah dari perpustakaan langsung wisata lagi di Monas. Ada juga tempat playground untuk anak-anak. Informasi ruang tiap lantai juga jelas dan mudah dimengerti. Dan di dalam gedung ada kantin juga di lt.4 pilihan makanan juga lumayan banyak.

In conclusion, Perpustakaan Nasional cocok banget untuk cari buku sambil refreshing karena fasilitasnya yang lengkap dan cocok juga untuk bawa keluarga dan anak. Harus kesini!",7 tahun lalu,2025-10-21,kali kesini bagus tempat akses mudah capai depok pilih turun gondangdia transportasi daring jarak jalan gondangdia jarak pus salemba kesan modern fasilitas lengkap eskalator lift toilet bersih bagus toilet difabel kunjung kartu anggota seprtinya proses lumayan cepat unjung koleksi wajib titip tas memakain tas transparan sedia cari buku tempat kece foto foto unggah medsos cari cari buku wisata titik foto foto balkon latar belakang monas tempat bersebrangan monas pustaka langsung wisata monas playground anak anak informasi ruang lantai mudah erti gedung kantin pilih makan lumayan conclusion pustaka nasional cocok cari buku refreshing fasilitas lengkap cocok bawa keluarga anak kesini
254,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Suhaila Marisa,4,"Tempatnya sangat bagus. Gedung pertama merupakan museum dan terdapat beberapa koleksi. Perpustakaan terletak di bagian belakang museum. Terdapat loker di lantai 1 untuk penitipan barang.
Pertama kali masuk harus mendaftar sebagai anggota perpustakaan. Bisa mendaftarkan melalui online sebelum berkunjung kesana dan setelah itu hanya ambil antrian untuk foto atau bisa juga mengisi formulir disana (disediakan komputer). Proses pembuatan kartu cepat. Lantai 19 merupakan ruangan belajar. Ruangan sangat nyaman untuk belajar. Ada tempat duduk dan meja seperti perpustakaan pada umumnya, tetapi juga ada tempat duduk di bawah yang dilengkapi dengan kursi malas.
Terdapat kantin yang salah satunya berada di lantai 4. Harga terjangkau.
Lantai 24 merupakan lantai teratas dan anda bisa melihat pemandangan Jakarta di atas sana. Pemandangan langsung berhadapan dengan Monas.
Di setiap lantai terdapat toilet dan mushola.",7 tahun lalu,2025-10-21,tempat bagus gedung museum koleksi pustaka letak museum loker lantai titip barang kali masuk daftar anggota pustaka daftar daring kunjung kesana ambil antri foto isi formulir sana sedia komputer proses buat kartu cepat lantai ruang ajar ruang nyaman ajar duduk meja pustaka duduk lengkap kursi malas kantin salah satu lantai harga jangkau lantai lantai atas pandang jakarta pandang langsung hadap monas lantai toilet mushola
255,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Adhi Ayoe Yanthy,5,Tempatnya bagus juga untuk having fun bareng teman. Banyak spot menarik untuk foto dan yg paling penting koleksi bukunya seabrek serta lengkap. Dari bacaan santai sampai untuk keperluan riset❤️❤️❤️❤️❤️,11 bulan lalu,2025-10-21,tempat bagus having fun bareng teman titik tarik foto koleksi buku abrek lengkap baca santai perlu riset
256,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Azmi Nawwar,5,"Perpustakaan Nasional Republik Indonesia adalah salah satu perpustakaan terbesar di Indonesia yang terletak di Jakarta. Perpustakaan ini memiliki koleksi buku yang sangat lengkap, mulai dari buku-buku teks hingga buku-buku referensi yang bermanfaat untuk penelitian. Selain itu, perpustakaan ini juga memiliki fasilitas yang sangat nyaman bagi para pengunjung, seperti ruang baca yang luas dan tenang, serta akses internet yang cepat.

Perpustakaan Nasional Republik Indonesia juga menyelenggarakan berbagai kegiatan edukatif seperti workshop, seminar, dan lokakarya yang bermanfaat bagi masyarakat. Selain itu, perpustakaan ini juga menyediakan layanan pinjam-meminjam buku bagi para pengunjung, sehingga memudahkan para pengunjung untuk meminjam buku sesuai dengan kebutuhan.

Overall, Perpustakaan Nasional Republik Indonesia merupakan salah satu perpustakaan terbaik di Indonesia yang wajib dikunjungi bagi para pecinta buku dan pencari informasi. Fasilitas yang disediakan sangat nyaman dan kegiatan edukatif yang diselenggarakan sangat bermanfaat bagi masyarakat.",Diedit 2 tahun lalu,2025-10-21,pustaka nasional republik indonesia salah pustaka besar indonesia letak jakarta pustaka milik koleksi buku lengkap buku buku teks buku buku referensi manfaat teliti pustaka milik fasilitas nyaman unjung ruang baca luas tenang akses internet cepat pustaka nasional republik indonesia selenggara giat edukatif seminar seminar lokakarya manfaat masyarakat pustaka sedia layan pinjam pinjam buku unjung mudah unjung pinjam buku sesuai butuh overall pustaka nasional republik indonesia salah pustaka baik indonesia wajib kunjung cinta buku cari informasi fasilitas sedia nyaman giat edukatif selenggara manfaat masyarakat
257,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Gita Rachmasari Apandi,5,"In a month ago, hampir setiap minggu saya mengunjungi Perpusnas. Banyak tempat baru yang saya coba, terutama working spaces. Dan itu semua adalah pengalaman menyenangkan.",setahun lalu,2025-10-21,month ago minggu unjung perpusnas coba working spaces alam senang
258,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Hastuti Moeljono,5,"Perpustakaan Nasional Republik Indonesia
memiliki 20-an lantai,
yang terletak di Jalan Medan Merdeka Selatan,
sebelah kiri Balai Kota, Kantor Gubernur
Provinsi DKI Jakarta.

Tersedia banyak judul buku,
dari sejarah sampai dengan novel kekinian,
dan beberapa media salinan
yang dapat dibaca secara online

Selain buku,
terdapat studio musik, tempat pertunjukan (bioskop mini),
kafetaria dan tempat pameran.

Dapat dengan jelas melihat Monas (monumen nasional) dan mengabadikannya dengan kamera atau HP.

Saya mencoba mengabadikan Monas dari lantai 4",9 bulan lalu,2025-10-21,pustaka nasional republik indonesia milik lantai letak jalan medan merdeka selatan belah kiri balai kota kantor gubernur provinsi dki jakarta sedia judul buku sejarah novel kini media salin baca daring buku studio musik tunjuk bioskop mini kafetaria pamer monas monumen nasional abadi kamera coba abadi monas lantai
259,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Fatah Shihabul Millah,5,"Perpusnas ini tempat yang cocok kalian yang suka membaca buku dengan suasana baru dan tenang, banyak koleksi buku yang bisa di baca dan di pinjam.

Perpusnas ini memiliki 24 lantai, setiap lantai nya memiliki suasana yang ber beda-beda. Kalian wajib untuk menintipkan barang ke loker yang berada di lt 1 dan untuk mendaftar menjadi anggota perpus bisa dilakukan di lt 2, ada free wifi juga.

Untuk kalian yang ingin ke perpusnas ada batasan pengunjung yaitu sebanyak 1000 pengunjung/hari menurut info skrg dan mungkin kedepannya akan ada pemberitahuan lebih lanjut.",3 tahun lalu,2025-10-21,perpusnas cocok suka baca buku suasana tenang koleksi buku baca pinjam perpusnas milik lantai lantai milik suasana ber beda beda wajib menintipkan barang loker daftar anggota pus gratis wifi perpusnas batas unjung unjung info depan pemberitahuan
260,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ade Armiana,5,"Kesini karna diajak temen, sebenernya saya bukan yang hobi baca buku.

Lokasinya tepat berada di pinggir jalan, dari lobby utama udah keliatan banget megahnya.
Disini terdapat 24 lantai, tapi saya cuma kunjungi lantai 9 karna waktunya mepet juga. Next time pengen ngunjungin semua lantai karna penasaran sama tiap lantai di dalamnya.

Tempat buat baca bukunya nyaman banget, dengan sofa yang empuk dan tersedia free WiFi. Pokoknya kalo orang yang hobi baca ini tuh tempat yang cocok banget.
Oh ya banyak juga tempat buat spot foto",3 tahun lalu,2025-10-21,kesini ajak teman sebenernya hobi baca buku lokasi pinggir jalan lobby utama liat megah lantai kunjung lantai mepet ngunjungin lantai penasaran lantai dalam baca buku nyaman sofa empuk sedia gratis wifi pokok orang hobi baca cocok titik foto
261,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,defi supri,5,"Datang ke perpusnas sekitar jam 10, satpam mengarahkan kalau br pertama datang ke lt. 2 untuk membuat/mencetak kartu anggota terlebih dahulu. Antrian di lt. 2 kondusif banget, ada 3 petugas yg in-charge jd flow nya cepat.
Setelah itu, lanjut explore sampai lt. 22 (lift akan mudah diakses dg antrian yg santai asal jgn mendekati jam 12 siang). Tapi ternyata kalau kota tdk berniat pinjam buku (hanya baca di tempat), ga perlu ke lt. 2 untuk daftar jg gpp kok..bs lgsg exploring aja.

Senangnya ke perpusnas, parkir luas (ga harus parkir di monas), ada kantin (dan minimarket) dg pemandangan monas yg affordable, koleksi buku lengkap, dan tempatnya yg luas bisa dipakai untuk working space.",2 tahun lalu,2025-10-21,perpusnas jam satpam arah cetak kartu anggota antri kondusif tugas charge flow cepat explore lift mudah akses antri santai dekat jam siang kota niat pinjam buku baca daftar tidak apa langsung exploring senang perpusnas parkir luas parkir monas kantin minimarket pandang monas affordable koleksi buku lengkap tempat luas pakai working space
262,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Esther Caroline Damanik,5,"Akhirnya jadi juga pergi ke Perpusnas. Buat yang baru pertama kali kesini ngga perlu takut, prosedur untuk pendaftaran anggota dan daftar QR code harian sudah dijelaskan di instagram Perpusnas secara rinci 👍🏻(karena batas pengunjung perhari semenjak pandemi hanya 2000 orang, jadi pastikan kalian sudah dapat QR code dulu ya).

Ketika sudah masuk dan scan QR code, kita langsung diarahkan untuk menaruh barang di loker dan menggunakan tas dari Perpusnas.

Dari awal masuk sampai pulang, semua petugasnya ramah2 dan informatif banget, bahkan ketika saya sedang mengantre untuk mencetak kartu anggota saya dihampiri petugasnya dan dijelaskan cara untuk mencetak nomor antrean secara mandiri (untuk yang sudah daftar online tinggal cetak nomor antrean saja melalui komputer di lantai 2).

Suka banget, bakal jadi referensi tempat buat kerja/belajar/baca lagi pastinya, karena gaperlu keluar biaya apapun di sini. Selain itu di setiap lantai juga sudah disediakan hand sanitizer serta toilet, jadi ngga perlu repot2 naik turun lantai.

Di lantai 4 juga disediakan kantin untuk para pengunjung membeli minuman/snack/makanan berat.
Terakhir yang bikin semakin betah, selain suasananya yang kondusif, di setiap lantai view nya langsung menghadap ke Monas lho ❤️",Diedit 4 tahun lalu,2025-10-21,pergi perpusnas kali kesini takut prosedur daftar anggota daftar code hari instagram perpusnas rinci batas unjung hari semenjak pandemi orang pasti code masuk scan code langsung arah taruh barang loker tas perpusnas masuk pulang tugas ramah informatif antre cetak kartu anggota hampir tugas cetak nomor antre mandiri daftar daring tinggal cetak nomor antre komputer lantai suka referensi kerja ajar baca pasti tidak perlu biaya apa lantai sedia hand sanitizer toilet repot turun lantai lantai sedia kantin unjung beli minum snack makan berat betah suasana kondusif lantai view langsung hadap monas
263,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Rizki Daffa Nugraha,5,"Perpustakaan ini cocok untuk bersantai sambil membaca baca buku ataupun berinternet untuk ngerjain tugas karena tersedia WiFi gratis yang kencang. Banyak juga tempat lounge yang nyaman sekalian bisa nikmatin pemandangan kota Jakarta dari ketinggian. Koleksi bukunya juga lengkap lengkap, petugasnya juga cukup ramah. Ada kantin nya juga, ada mushola juga . Fasilitas lainnya juga lengkap seperti hall , ruang multimedia dll. Tersedia petunjuk petunjuk setiap lantainya",5 tahun lalu,2025-10-21,pustaka cocok santa baca baca buku berinternet ngerjain tugas sedia wifi gratis kencang lounge nyaman nikmatin pandang kota jakarta tinggi koleksi buku lengkap lengkap tugas ramah kantin mushola fasilitas lengkap hall ruang multimedia dsb sedia tunjuk tunjuk lantai
264,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Devina (黃美涼),5,"Perpusnya besar banget, orang nya ramaii, Bukunya super lengkap dan banyak jenisnya. Ada pameran lukisan juga. Lift selalu ramai jadi alternatifnya pakai tangga darurat. Worth it didatengin buat nambah pengalaman dan wawasan. Seharian rasanya masih kurang puas buat dijelajahi.",3 tahun lalu,2025-10-21,pus orang ramai buku lengkap jenis pamer lukis lift ramai alternatif pakai tangga darurat worth didatengin nambah alam wawas hari puas jajah
265,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Dewi Intan,4,"Akhirnya bisa ke Perpusnas juga setelah sekian lama uda pengen banget ksana. Banyak spot menarik dari pintu depan, kalau abis parkir mobil bisa naik tangga dari pintu darurat daripada nunggu lift lama. Di main lobby ada rak buku tinggi banget, ada globe dunia jg, dan foto2 Presiden Indonesia.

Saya berencana utk bikin kartu perpus, tapi kesiangan jadi memang sudah habis stoknya, harus pagi2 kalau mau. Trus saya rencana ke lt 19, 21 atau 22. tapi nunggu liftnya lamaa sekali huhuhu. Ya sudah mungkin next time kesana lagi.

Ohya weekend / sabtu mgg, tutup jam 4 sore ya.",2 tahun lalu,2025-10-21,perpusnas sekian ksana titik tarik pintu habis parkir mobil tangga pintu darurat nunggu lift main lobby rak buku globe dunia foto presiden indonesia rencana kartu pus siang habis stok pagi rencana nunggu lift kesana ohya akhir pekan sabtu mgg tutup jam sore
266,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ranti Kamila,5,"Tempatnya nyaman, lengkap banget fasilitasnya, mulai dari ruang multimedia, mushola, kantin, ruangan baca buku, dll. Buat yang pertama kali masuk, titip barang bawaan dulu di lantai satu bagian kanan, nanti dikasih kunci loker sama tas buat barang-barang, lalu ke lantai dua untuk buat kartu anggota (karena disetiap lantai biasanya disuruh tunjukin kartu anggota), setelah dapet kartu anggota baru bisa ke lantai mana ajaa. Selamat menikmatiii",4 tahun lalu,2025-10-21,tempat nyaman lengkap fasilitas ruang multimedia mushola kantin ruang baca buku dsb kali masuk titip barang bawa lantai kanan kasih kunci loker tas barang barang lantai kartu anggota tiap lantai suruh tunjukin kartu anggota kartu anggota lantai selamat menikmatiii
267,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Meylisa Aryani,5,"Untuk pertamakalinya saya terkagum kagum dengan perpustakaan. Tempatnya sangat nyaman, luas, dan modern. Terdiri lebih dari 20 lantai, dan berbagai fasilitas lengkap. Siapapun bisa datang kesini. Pertama, silakan titipkan tas anda kedalam loker di lantai satu, minta kuncinya ke petugas yg berjaga, jika anda membawa laptop maka petugas akan memberikan tas. Kedua, jika anda belum memiliki kartu anggota, silakan buat di lantai dua. Disarankan untuk segera, karna selain ngantri untuk foto perharinyapun dibatasi 400-500 orang. Silakan tanya satpam apa yg anda butuhkan, karna setiap lantai akan berbeda. Perpustakaan ini sangat ramah terhadap disabilitas. Ada juga fasilitas kantin, tempat bermain anak, musola, lift, gedung serbaguna dan lain lain. Stasiun kereta terdekat adalah stasiun Gondangdia, bisa juga stasiun Juanda supaya saat pulang kereta belum terlalu penuh.
AYO KE PERPUSTAKAAN NASIONAL!",6 tahun lalu,2025-10-21,pertamakalinya kagum kagum pustaka tempat nyaman luas modern lantai fasilitas lengkap kesini sila titip tas dalam loker lantai kunci tugas jaga bawa laptop tugas tas milik kartu anggota sila lantai saran ngantri foto hari batas orang sila satpam butuh lantai beda pustaka ramah disabilitas fasilitas kantin main anak musola lift gedung serbaguna stasiun kereta dekat stasiun gondangdia stasiun juanda pulang kereta penuh ayo pustaka nasional
268,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Karina Relita,4,"nyaman bgt kalau buat wfa, bisa sambil baca buku jg. adem, colokan ada dimana2, ada kantin jg. tp pls wifinya dicek daily ya kadang suka lemot bgt:,) sama pagi ini mesin air yang diluar jg habis huhu mungkin bisa bantu dicek jg apakah persediannya masih ada atau ga",2 bulan lalu,2025-10-21,nyaman wfa baca buku adem colok mana kantin tolong wifinya cek daily kadang suka lambat pagi mesin air luar habis bantu cek dian
269,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,AR Sugeng Riadi (Pak AR),5,"Semoga kian jadi ladang belajarnya anak bangsa.

Tim Perpustakaan Pondok Pesantren Modern Islam ASSALAAM, berkunjung oada 14 Des 2022.",8 bulan lalu,2025-10-21,moga kian ladang ajar anak bangsa grup pustaka pondok pesantren modern islam assalaam kunjung oada des
270,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,bila febiyanti,5,"Koleksinya lengkap se Indonesia, bisa nyari sumber-sumber referensi penelitian. Termasuk di koleksi majalah lawasnya",Diedit 4 bulan lalu,2025-10-21,koleksi lengkap indonesia nyari sumber sumber referensi teliti koleksi majalah lawas
271,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,didi hasanudin,5,Untuk buku bacaan di lantai 7 nyaman dan enak,2 bulan lalu,2025-10-21,buku baca lantai nyaman enak
272,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Afifah Dijah,5,"Perpustakaan Nasional jadi tempat asik untuk menambah ilmu. tempatnya bagus, luas, bersih, dan nyaman. Dibagian buku itu sunyi banget enak untuk fokus mengerjakan skripsi ataupun membaca. Rekomendasi buat anak-anak juga bisa sekalian mengenal budaya membaca. Saran kalau mau naik ke lantai 20-21-22 naik make lift dari lantai 1 jangan dari lantai 4, karena akan lama pintu lift terbuka di lantai 4.",Diedit 2 tahun lalu,2025-10-21,pustaka nasional asyik tambah ilmu tempat bagus luas bersih nyaman bagi buku sunyi enak fokus skripsi baca rekomendasi anak anak kenal budaya baca saran lantai lift lantai lantai pintu lift buka lantai
273,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Yoharsi,5,"Koleksi buku cukup lengkap, selain buku juga terdapat koleksi budaya nusantara. Untuk kenyamanan tempat baik dan nyaman untuk membaca atau belajar. Namun mohon beberapa staf diinfokan kalau di perpustakaan untuk menjaga volume suara saat curhat/ngomongin orang, dan toilet lantai 1 akan lebih indah jika kebersihannya dijaga walaupun bukan mall tetapi title nasional mencerminkan Indonesia. Semoga Perpustakaan terus berbenah semakin jaya jaya jaya....",setahun lalu,2025-10-21,koleksi buku lengkap buku koleksi budaya nusantara nyaman nyaman baca ajar mohon staf info pustaka jaga volume suara curhat ngomongin orang toilet lantai indah bersih jaga mall title nasional cermin indonesia moga pustaka benah jaya jaya jaya
274,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Yoga Prastyo,4,"Lengkap
Megah.  Nyaman untuk membaca.  Banyak spot foto bagus.

Datang dari pagi.
Sebelum akses beberapa lantai diperlukan kartu penggunan perpustakaan nasional.

Buat nya cepat tergantung hari kedatangan.

Lift hanya ada 5
Waktu tunggu rata rata 5 menit lebih",4 tahun lalu,2025-10-21,lengkap megah nyaman baca titik foto bagus pagi akses lantai kartu gun pustaka nasional cepat gantung datang lift tunggu menit
