review_id,Place_name,city,Username,rating,Komentar,relative_date,review_date,sentiment
597,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Prasetyan H,5,koleksi buku tarik juang turun lift ramai,5 bulan lalu,2025-10-21,negative
598,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Rossa Nur Hayati,5,seru mengeksplor pustaka nasional unjung pustaka unjung wajib vaksin dahilulu lantai gali informasi situ cek kode lantai cetak kartu anggota pustaka nasional lantai kantin pamer lantai terang denah lantai samping lift kenan pinjam cari info buku komputer cari tempel kartu anggota struk tukar tugas sanaaaa,4 tahun lalu,2025-10-21,negative
599,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Fajar Mulia,5,nyaman surga gemar buku sedia buku pilih dokumentasi audio visual lantai khusus buku anak anak tempat disetting ramah anak anak buka sabtu minggu kecuali libur nasional parkir luas nyaman basement fasilitas dukung mushalla kantin,Diedit 6 tahun lalu,2025-10-21,neutral
600,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Agung Kresna,5,koleksi buku buka laptop gratis wifi lantai lantai kantor tempat ramai pekan,Diedit 5 bulan lalu,2025-10-21,neutral
601,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,selvi juanti (Selvijua31),5,lantai lantai nikmat pandang monas baca buku budaya nusantara,2 tahun lalu,2025-10-21,neutral
602,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,fuyu blizzard,5,sedia ruang baca loker mushola kantin ruang anak lokasi strategis monas ambience nyaman betah baca buku minus jam buka sebentar jam nyaman ken overall,setahun lalu,2025-10-21,negative
603,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Gabriella Yohanessa,5,lokasi jakarta pusat salah baik nyaman tugas kuliah ramah mahasiswa lapar pergi kantin beli jajan pus worth visit terima kasih baca,setahun lalu,2025-10-21,negative
604,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Yusuf Albanjari,5,esini kesan muas cetak kartu menit tugas ramah,setahun lalu,2025-10-21,neutral
605,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Amayla Yuan Anggara,5,cozy place having quiet peristiwa nyaman ajar dar baca buku just comfort urself berisik ganggu orang sekitar kecuali kantin ruang bersih kantin jam makan siang crowded makan liat bersih,2 tahun lalu,2025-10-21,negative
606,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Pitta Sekar Wangi,5,suka pustaka nikmat lantai tugas bantu foto minggu sayang lift penuh syukur pintu darurat aktif kunci area lift bantu turun lantai bantu,3 tahun lalu,2025-10-21,neutral
607,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Nur Hayati,5,suka pintu masuk suguh naga karya halaman live musik sambut unjung ramah masuk staf security arah unjung tuju pokok recomended hobby baca ruang sedia ruang baca khusus unjung fokus bosan alih pandang arah jendela nikmat monas jarak kilometer,3 tahun lalu,2025-10-21,neutral
608,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Radita Gama Pratama,5,tulis tugas ruang koleksi ilmu pustaka jam buka pus maghrib nyaman koleksi lengkap,5 bulan lalu,2025-10-21,neutral
609,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Rubby Missilia,5,bangga pustaka nasional lengkap gedung bagus pamer lukis syafrudin nisyam suka tekun beliau hasil lukis sarat cerita karya,4 tahun lalu,2025-10-21,neutral
610,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Almer Andika,5,pustaka baik suasana nyaman pustaka orang bingung dapat jelas kait atur atur pustaka lantai dasar mana baca komentar,2 tahun lalu,2025-10-21,neutral
611,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Anis Murni,5,andai deket kesini minus lift,2 bulan lalu,2025-10-21,neutral
612,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Muh Ridwan,5,surga buku laik mall cinta buku rekreasi keluarga senang harap muncul budaya baca tulis literasi musti nyari sumber salah referensi unduh aplikasi ipusnas via ios android salam literasi literasi harga mati,Diedit 6 tahun lalu,2025-10-21,negative
613,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ayunda Budisetia,5,lokasi pustaka nasional strategis jalan medan merdeka jakarta pusat jangkau jalan kaki moda transportasi turun halte balai kota jangkau kendara pribadi transportasi daring tempat nyaman cari literatur tugas skripsi reservasi tiket menitupkan tas loker pintu masuk musola lantai enam,Diedit setahun lalu,2025-10-21,neutral
614,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Raihan Alfakhri Putra Ramadhan,5,pustaka nasional salah pustaka nasional besar indonesia layan layan sedia perpusnas parkir gratis wajib stnk transportasi publik halte bus transjakarta stasiun dekat gondangdia acara bagus seminar seminar sekian terimakasih moga manfaat,setahun lalu,2025-10-21,neutral
615,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Yozar Holidin,5,isi luang keluarga cinta khusus anak anak anak lantai sang bantu jaga anak,6 tahun lalu,2025-10-21,negative
616,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Fitri Chrisnawati,5,nyaman tempat bersih kesana pamer seni gratis,2 tahun lalu,2025-10-21,neutral
617,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Lutfia Sari,3,gedung lift lift rusak menit tunggu lift akhir pekan info tutup jam malam jam sore musola tutup tangga darurat tutup jujur koleksi buku update banding pus jauhhhh update,8 bulan lalu,2025-10-21,negative
618,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Andhika Senatama,5,gedung layan tugas ramah kartu anggota mudah biaya tunggu nomor antri mudah akses bus transjakarta turun halte balai kota kantin lantai cari buku komputer lantai komputer daftar komputer lantai pustaka sedia internet jaring lan,Diedit 7 tahun lalu,2025-10-21,negative
619,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Nadya Sari,5,nyaman tempat cocok nugas pilih buku agam topik kantin mushola toilet wifi colok listrik minus loker siang dikit abis nunggu lift penuh kadang buka pencet,2 tahun lalu,2025-10-21,negative
620,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,qonit qurrota,5,cocok mahasiswa daba nyaman kerjain tugas lantai transportasi mudah tunjuk arah mudah baca pokok nyaman lama ajar,3 tahun lalu,2025-10-21,negative
621,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Vicky Magdarianti,5,perpusnas jam pagi sabtu langsung arah titip barang tas pvc bening barang bawa lantai kartu anggota isi biodata komputer sedia print nomer antri foto langsung sana kartu anggota langsung fungsi kartu anggota akses lantai pinjam buku khawatir antri cepat ramai pegawai sat suda siang langsung lantai ngeliat monas overall nyaman nugas baca buku ngetik duduk wifi akses halte tije,2 tahun lalu,2025-10-21,neutral
622,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Fitra Kusuma,5,ksna minggu habis lebaran tempat baguss nyaman berisik konsentrasi baca bosan baca buku dsni ramah difable keren takjub sayang dateng jam sore habis kotu mampir anak jam tutup jam sore ksni bawa tas tas dititipin tempat titip taro dalem loker kunci pustaka bagus manfaatin gratis difasilitasin kelan baca buku,7 tahun lalu,2025-10-21,neutral
623,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Mila Rama,5,pustaka nasional surga dunia kutu buku pustaka lantai sedia buku sedia ruang khusus nonton film ruang khusus main komputer oiya pasuk ruang kartu pustaka buat lantai,6 tahun lalu,2025-10-21,neutral
624,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Yesika Tania,5,dtg kesini bentuk rumah betawi belakang gedung gede hotel sempet bingung nama bolang masuk masuk ngikutin orang yabg masuk periksa tas masuk disuguhin miniatur kapal sisi kiri kanan ruang nembus ruang sejarah huruf zaman alat tulis bambu daun lontar belah kanan deret toilet gadis lihat kilas sepeda dhe foto pakai kameta sentuh lewat rumag betawi ngeliat gedung gede hotel halaman enak bangey duduk foto gede lihat foto masuk nyaman lift sofa sejarah pusat informasi nitipin tas kunci card keren bawa laptop kasih tas plastik laptop lengkap toilet bersih kantin enak sudut duduk nyantai deket lift pilih menu mana bingung tugas megah ruang dhe ruang diskusi ruang meeting gede kumpul buku banyak jujur bingung baca hahahahaha wifi password tugas colok meja sofa empuk ruang cocok foto habis keren ketceh sihh dimanjain iya kartu member gratis laku cetak gratis tugas ramah nyari refrensi skirpsi dar baca doank foto mampir kemari gratis biaya masuk gratis wifi asyik dhe pus asa hotel nyaman ayo buru kemari tunggu kemari wkkwkwkkwk,7 tahun lalu,2025-10-21,neutral
625,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Venna Patricia,5,anak jakarta laptop rusak butuh nugas ruang multimedia alternatif internetnya kuenceng pol layar lebar buka jam malam gratis emoh cuman minum makan titip tugas helpful minjem buku kartu dipotoin lupa senyum gedung bagus bersih kutu buku bahagia,2 tahun lalu,2025-10-21,negative
626,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Angga Subagio,1,parah toilet mati lantai staff baju biru dongker bilang tau pea staffnya,3 bulan lalu,2025-10-21,negative
627,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ira Sm,5,masuk scan barcode pakai apk peduli lindung parkir basement motor mobil lantai area loby pusat informasi loker simpan barang lantai area daftar anggota pustaka cetak kartu pustaka cari buku lantai kantin area pamer galeri lantai mushola buat kartu anggota gratis langsung pinjam buku boleh anggota pustaka lantai ruang baca meja kursi colok nyaman,4 tahun lalu,2025-10-21,neutral
628,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Abdillah 99,4,tempat keren recomended baca kerjain tugas kerja daring masuk gratis tas titip lobi,8 bulan lalu,2025-10-21,neutral
629,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ayasha Fathia,4,kali tempat bersih koleksi buku perhatiin instagram perpusnas kadang seminar selenggara auditorium kali saranin pagi pagi habis kuota kartu anggota registrasi daring tinggal foto titik enak baca duduk duduk lantai sabar nunggu lift turun akhir pekan rame,3 tahun lalu,2025-10-21,neutral
630,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Desya Nur Perdana,5,masuk lintas museum bangun utama lantai fungsi tema masuk pinjam buku registrasi kartu anggota usaha pagi siang kuota buat kartu habis bangga indonesia pustaka tinggi dunia,7 tahun lalu,2025-10-21,negative
631,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ovianty _,5,pustaka bersih bagus kantor fasilitas serba seru lantai khusus lantai anak anak lansia lantai buku langka lantai audio turun lantai sedia eskalator lift minjam buku bawa pulang,7 tahun lalu,2025-10-21,negative
632,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Muhammad Rasyach Ramadhan,5,bagus pustaka lengkap turut kunjungin weekday rame lift kadang lumayan nunggu turun fasilitas lengkap,2 tahun lalu,2025-10-21,negative
633,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Abbas,5,keren pustaka atm pintu masuk siapin jaket tebal suka dingin wehehe,Diedit 6 tahun lalu,2025-10-21,neutral
634,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Musafir Misqueen,5,nyaman tugas tugas baca buku koleksi buku lengkap pandang bagus langsung monas,3 tahun lalu,2025-10-21,neutral
635,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Sendhi Alviansyah,5,koleksi buku lengkap tarik kartu anggota langsung lantai antri,2 tahun lalu,2025-10-21,neutral
636,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,jafrin khodari,4,pustaka koleksi fasilitas lengkap isi lantai tempat rak buku informasi rak kategori nomor tur lantai bagus informasi nemu pamflet macam butuh kenal pus buku buku gratis bawa pulang,2 tahun lalu,2025-10-21,negative
637,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,fitri rizki amalia,5,rekomendasi pustaka modern koleksi koleksi sejarah lampau sedia buku film diorama digital koleksi sejarah tarik ajar sejarah bangsa indonesia sedia wifi manfaat ngerjain tugas musholla lantai sedia toilet kering bersih,2 tahun lalu,2025-10-21,neutral
638,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Lestari Nur,5,bagus tahu lantai view jakarta,2 tahun lalu,2025-10-21,negative
639,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,A'thirah Barkhani,5,ruang diskusi adam sejuk,sebulan lalu,2025-10-21,negative
640,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,M&S Studios,5,pustaka nasional baca buku fasilitas pada ajar tambah wawas gudang ilmu kalang,6 tahun lalu,2025-10-21,neutral
641,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Rizka Refsi Livia,5,tempat nyaman ajar lantai fasilitas beda beda lantai layan anggota lantai khusus anak anak baca lantai komputer kerja kelompok lantai koleksi budaya nusantara executive lounge view indah arah monas ajar dateng kesini fasilitas lengkap sayang ngegunaiin fasilitas rusak,Diedit 6 tahun lalu,2025-10-21,negative
642,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Pintu Kemana Saja,5,pustaka nyaman rekreasi edukasi lantai kursi nyaman view monas istiqlal salah destinasi wajib jakarta bingung lihat deret skyscraper jakarta pustaka,7 tahun lalu,2025-10-21,positif
643,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,diastuti tri puspitasari,5,gedung bagus staf ramah layan cepat sayang tunjuk arah lokasi buku mana,5 tahun lalu,2025-10-21,negative
644,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Afi Alvina,5,cocok ajar mahasiswa cari tenang nugas ruang baca khusus private ruang gratis daftar anggota perpusnas,4 tahun lalu,2025-10-21,negative
645,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Prasetyo Utomo,5,bagus luas mohon lift luas banyak mudah unjung,2 tahun lalu,2025-10-21,neutral
646,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Muna Arifah Anshari,5,pus lengkap ruang anak ruang disabilitas moga pus daerah susul omong komunitas tulis women script community ada launching bedah buku karya antologi ruang asyik diskusi,6 tahun lalu,2025-10-21,negative
647,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Emina Br,2,pinjam kembali buku mandiri telelift lihat gambar view monas lantai bagus lihat gambar rektor lantai lihat gambar senang capacity lift angkut orang lift visitor antri menit cetak kartu member pustaka habis akhir pekan unjung lantai berisik atur loker simpan barang bagus note loker loker dsb atur buku bagus note rak rak kode buku aaa,3 tahun lalu,2025-10-21,negative
648,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Diki Wahyudi,3,tempat bagus lantai ramai akses lantai atas sulit lift fasilitas lantai oke,6 bulan lalu,2025-10-21,negative
649,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Khairana Zata Nugroho,5,pustaka nasional salah favorit sumber sumber lengkap staf ramah bantu skripsi tesis temu koleksi mudah informasi kemas bentuk buku bawa pulang isi form contoh foto buku buku unggah pandang indah monas sayang database diupdate koleksi kali cari koleksi beda opac terang langsung staf koleksi tingkat syukur staf staf ramah bantu cari koleksi terima kasih,3 tahun lalu,2025-10-21,neutral
650,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Erlin Apriyani,5,pustaka jakarta nyaman ngerjain skripsi iseng jalan jalan jakarta nyaman dar baca baca buku tempat luas koleksi buku komplit akses tangga lift pus mudah jangkau pakai transportasi,3 tahun lalu,2025-10-21,neutral
651,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ikhsan Zubaidi,4,pustaka asli keren parah mantap pokok buku sana buku novel atw bisnis bagus,4 tahun lalu,2025-10-21,neutral
652,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Akhmad Fahim Ardani,5,view jakarta lantai baca buku ngerjain tugas dar lihat lihat,setahun lalu,2025-10-21,neutral
653,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Firda Ayu Dilani,5,pustaka nyaman unjung batas hari orang lift penuh nunggu,4 tahun lalu,2025-10-21,positif
654,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Shalsa Billa,5,nyaman ngerjain tugas parkir aman masjid orang tau ngantri lift wifinya kenceng minus harga makan kantin mahal kalang mahasiswa ngekos,3 tahun lalu,2025-10-21,neutral
655,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,defi erishka,5,nyamaaann bangetttt skripsi pilih bawa minum makan taruh meja aman lantai bawa baca kantin lantai harga manusiawi hehee bawa bekal makan kantin mushola jum sholat jum laki laki pusing nyari mesjid gedung layan tugas ramah,6 tahun lalu,2025-10-21,negative
656,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,4EB08_Lutpiah Nur Azizah,5,nyaman nugas fasilitas mushola kantin toilet dsb bersih aman bagus,2 tahun lalu,2025-10-21,negative
657,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Hanni Prabawati,5,nyaman baca buku lengkap mudah lengkap kantin musholla sebentar betah lama,2 tahun lalu,2025-10-21,negative
658,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Fitria Maghfiroh,5,pustaka sedia buku dalam museum galeri tarik tambah tahu sejarah aksara fasilitas nyaman unjung pustaka ruang sholat ruang buat kartu pus kantin saran tambah lift tangga lantai meminimalisir antri unjung pus ramai,7 tahun lalu,2025-10-21,neutral
659,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Azhaar Fairuz Mumtaz,4,ruamee pis ngantri lift hopeless tangga gempor saran koleksi layan monograf buka ditaru lantai atas rame lift gempor tangga layan lantai oke tugas layan unjung ruang rapi bersih dingin nyaman sempet solat mushola taruh tumpu kursi situ sempit musholanya saran kantin gedeeiiiiiinn banyak pilih menunyaa,3 tahun lalu,2025-10-21,negative
660,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Indah Khairunnisa,5,koleksi pustaka lumayan lengkap titik baca nyaman dng view monas cantik recommended butuh tenang tugas kuliah sekolah baca baca buku dng tenang,3 tahun lalu,2025-10-21,negative
661,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Bobby Excel,1,kesini bagus kesini kantin lantai sedia maaf ganti ratingnya bintang bintang,Diedit 5 bulan lalu,2025-10-21,negative
662,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Feri Setiawan,5,bagus tempat nyaman jam berkahir lift penuh nunggu,6 tahun lalu,2025-10-21,neutral
663,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Arkian World,5,ruang temu megah sejuk kursi empuk suasana studio theater tata suara oke gramedia writers readers forum,7 tahun lalu,2025-10-21,neutral
664,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Van Hiunx Tjen,1,auditorium bagus fasilitas sebenernya gratis oknum susah drama bancak sebenernya brp musti bayar enak susah guna kasihan anak tampil hari kerjain jam malam tunggu drama birokrasi management kolega pakai cancel reschedule kami kerja drama tidak bisa tidur sungguh keri,8 bulan lalu,2025-10-21,negative
665,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Kamilia Azhar,5,nyaman tenang pandemi mukena saran kesna musim pandemi bawa mukena buat kartu perempuan cadar jaga privasi tutup pkai kain tenang,3 tahun lalu,2025-10-21,negative
666,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,alfima azmi Imananda,5,pus bersih nyaman gratis anak langsung lantai nnt libby nitiptas locker pakai tas pus koleksi buku anak,setahun lalu,2025-10-21,neutral
667,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Dhian Adhitya,5,tempat nyaman koleksi buku lengkap ngajak anak anak kesini lantai buku anak anak sedia,2 tahun lalu,2025-10-21,negative
668,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Agus Sasongko,3,fasilitas lengkap bagus giat mandiri nyaman bawa keluarga kasih masuk tugas harap aware stand unjung bawa barang titip area atas turun mana jadwal saksi teater mini anak tunggu lift kutat tukar tas kartu masuk staffnya kuat kompetensi layan hadap unjung panik tolong show any judgmental intimidating attitude tunjuk sikap helpful calming rasa kejar putar film laku,7 bulan lalu,2025-10-21,negative
669,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Hizkya Situmorang,5,pustaka nasional bagus masuk gratis minjam buku baca buku pilih lantai kantin gratis wifi bagus,3 tahun lalu,2025-10-21,neutral
670,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Dena Nur'aida,4,tempat nyaman tugas ramah tipsnya pasti koleksi tuju mudah cari koleksi musti informasi password wifi,8 tahun lalu,2025-10-21,negative
671,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Novita Dewi,5,pustaka mewah serasa mall lukis indah lantai toilet bersih pakai lift antri minat baca anak senang baca buku lengkap update wifi lumayan kencang kantin sedia kantong bolong kesini serasa terbang kumpul nyaman,3 tahun lalu,2025-10-21,neutral
672,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Hafiq Wijanarko,3,pustaka bagus koleksi fasilitas buruk lift pustaka lantai lift kapasitas orang lift lantai orang lift alami tunggu lift puluh menit lift buka isi penuh tangga eskalator lantai opsi tangga darurat tangga darurat kala kunci alami lantai tangga pintu tangga darurat kunci lantai nunggu lift turun lantai hasil turun menit tunggu mohon timbang tambah lift pintu darurat buka gel lantai tangga,9 bulan lalu,2025-10-21,negative
673,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Fransisco Manhattan,5,gudang ilmu pinjam buku tahap pindah salemba but overall layan bagus,7 tahun lalu,2025-10-21,neutral
674,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,puput aryani putri,5,jujur kali kesana milik apk peduli lindung vaksin minimal kali mula museum jalan perpusnas kantin lantai view indah lantai lupa kartu anggota gratis,3 tahun lalu,2025-10-21,neutral
675,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Afni Nur Akmalia,4,daftar naga anggota perpusnas situs resmi perpusnas urus validasi cetak kartu anggota bingung nomor pus integrasi ktp pusat informasi layan ramah ramah layan tugas perpusnas rasa sentuh pagar gedung pustaka tinggi dunia habis perpusnas baca pinjam cetak kartu anggota menit moga nikmat buku buku larut revisi bintang semat ulas gabut krl,3 tahun lalu,2025-10-21,negative
676,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Richard Salmon,5,layan mustaka penuh butuh data,5 bulan lalu,2025-10-21,negative
677,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,bimo gelora,5,pamer foto pustaka nasional partisi hitam foto bawah silah hubung instagram terimakasih,Diedit 2 tahun lalu,2025-10-21,positif
678,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ilham P,5,asyik cari referensi buku,2 minggu lalu,2025-10-21,negative
679,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,evi yanty,4,fasilitas nyaman bersih tugas ramah info lengkap lokasi strategis pusat jakarta koleksi buku majalah foto multimedia lengkap wifi internet kencang toilet bersih cafe sedia spaghetti indomie pekan libur lift tampung gera lantai unjung mohon tingkat layan terima kasih,3 tahun lalu,2025-10-21,neutral
680,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Farah Kamila Huri,5,tempat enak angkut transjakarta henti perpusnas seberang monas ramah staff ruang disabilitas kantin agam menu cenderung enak risol mayo,3 tahun lalu,2025-10-21,negative
681,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Imam Faisal,5,nambah literasi kesini layan oke oke lift penuh bagi kafe kantin mushola,setahun lalu,2025-10-21,negative
682,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Muhamad Reza Yogaswara,5,fasilitas lengkap nyaman batas kali kesini cari buku acu salah tugas mata kuliah harga bilang lumayan mahal kantong mahasiswa alhamdulillah sedia buah bantu pustaka daerah milik moga layan masyarakat dorong minat baca warga indonesia fasilitas layan muas terimakasih,3 tahun lalu,2025-10-21,neutral
683,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,بابا دودي ك ت أ,4,moga manfaat masyarakat,3 bulan lalu,2025-10-21,positif
684,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Aditya Putra Hendryan,5,mantap kesini usahain daftar akun rumah ribet ribet daftar sono lupa bawa ktp kartu ajar registrasi kartu anggota lantai solat jumat lantai lantai rooftop hadap langsung monas pokok dabes,4 tahun lalu,2025-10-21,negative
685,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Tauru rean,4,bagus senang baca lantai bagus tempat cocok baca santai colok listrik charge nugas saran mending pagi ramai,3 tahun lalu,2025-10-21,negative
686,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Sri Agustini (Sriw),5,kesini pakai transportasi gampang akses lokasi fasilitas ragu lengkap kartu perpusnas canggih daftar diweb sana tinggal nunggu antri foto cepat kantin menu mahal mahal cocok kantong ajar mahasiswa ajar nyari buku lapar,5 tahun lalu,2025-10-21,negative
687,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,risa nuraini,5,perpusnas kereta turun stasiun gondangdia lanjut ojek masuk museum lanjut gedung pus kunci loker bawa laptop tas tempat nyaman bersih tenang musholla toilet kantin bagus,6 tahun lalu,2025-10-21,negative
688,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Sriwulantuty RO,5,tarik diexplore lantai buku naskah kuno gratis,3 tahun lalu,2025-10-21,neutral
689,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Iman Budianto,5,libur bagus keluarga saji koleksi buku buku putar masakan sejarah parenting anak anak ruang audio visual masjid rooftop view manja mata akses biaya,8 bulan lalu,2025-10-21,neutral
690,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Sindi Viya,4,mantabb lift lift lantai sekian sekian lift satu sekian ngamtei bolbal lift jauh dipake,3 tahun lalu,2025-10-21,neutral
691,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Noverto Chaniago,4,pustaka bagus lumayan lengkap fasilitas lift antri tangga darurat lantai,2 tahun lalu,2025-10-21,negative
692,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Nohan Pancono,4,alat multimedia maintenance headset busa busa dvd rom susah baca media bluray coba beberapa komputer player silah pakai pakai komputer penuh player blueray fungsi ayo ayo pustaka,setahun lalu,2025-10-21,neutral
693,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Sari,4,sebenernya enak explore buku baca enak baca anak enak tempat antri lift jam penuh lift kzl turun lift penuh,2 tahun lalu,2025-10-21,negative
694,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,lutfi abud,5,nyangka indonesia pustaka keren gin lantai lengkap nyaman jamin betah kesini pulang view bagus lantai lihat view monas langsung,6 tahun lalu,2025-10-21,neutral
695,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ariev Kurniawan,3,proses buat card pustaka cepat mudah info buku tinggal search komputer sedia letak posisi buku mana mantap satpam lantai ramah jutek,Diedit 2 tahun lalu,2025-10-21,neutral
696,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Raffa Amelia,4,overall rekomendasi ajar mahasiswa ngerjain tugas asyik lengkap sgala fasilitanya kartu anggota bawa ktp bayar kunci loker tas simpan barang barang bawa,6 tahun lalu,2025-10-21,negative
697,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Desy Safitri,4,perpusnas pustaka tinggi dunia lantai baca koleksi daftar anggota lantai ruang ruang diskusi temu galeri kantin dsb lantai baca buku unjung milik kartu anggota sedia musholla lantai nyaman perpusnas pilih skripsi tugas sekolah bosan pus sekolah kampus,5 tahun lalu,2025-10-21,neutral
698,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,New Rian,5,pustaka kereen lantai lihat pandang monas minus lift suka ngantri masuk,3 tahun lalu,2025-10-21,neutral
699,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,maria larasati,5,tempat enak pakai ajar cozy bersih sunyi kurang kartu layan,7 tahun lalu,2025-10-21,negative
700,Perpustakaan Nasional Republik Indonesia,Jakarta Pusat,Ray Gamaliel,3,ramai mall sistem lift jemput lantai unjung turun tangga darurat sulit sandang disabilitas sakit orang normal disabilitas lemah jantung sungguh berat moga baik depan,3 tahun lalu,2025-10-21,negative
