review_id,Place_name,kategori,city,Username,rating,Komentar,relative_date,review_date,sentiment
181,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Ronald Anthony,5,suka buku rekomendasi kesini surga buku koleksi sedia lantai perpusnas anggota daring komputer sedia cetak kartu anggota orang sesi buka cetak orang yamg sesi jam saran cetak kartu ramai,2 tahun lalu,2025-10-21,neutral
182,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Farah Dzakiyah,5,lift rame nyari buku bingung nomor etalase bukuny kadang rak tolong nomor tulis lengkap atw mudah nomor sesuai mudah nyari buku smua pus jga trlalu dbawah penomoranny daftar nomrny display rak atasny daftar anggota lumayan nunggu panggil jam sratus antri kekny kmren balikin buku balikn mandiri pakai mesin pus rame yai pusat smoga ruang luas rame heheh tmpat favorit pus,setahun lalu,2025-10-21,neutral
183,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Nailin Ni'mah,5,pustaka nasional ragu kunjung minimal umur hidup akses bagus ramah sarana prasarana lengkap koleksi agam cocok umur,8 bulan lalu,2025-10-21,negative
184,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,claudia alexandra,5,pustaka lengkap cocok baca ajar tugas wifi publik sedia koneksi lambat ruang nyaman duduk dingin kantin dalam makan,2 tahun lalu,2025-10-21,negative
185,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Seri Bulan Siregar,5,pusnas alhamdulilah layan cepat kartu pus antri kantin mushalla lengkap poko balkon pus lihat monas moga kesini,setahun lalu,2025-10-21,negative
186,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Fatimatus Zahro,5,tempat enak koleksi buku anak dewasa buku khusus anak lantai ramah anak sayang turun susah dpat lift penuh lift toilet raih musolahpun beberapa lantai kantin lantai lantai makananmya enak ramah kantong kantin lantai,2 tahun lalu,2025-10-21,negative
187,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Butet Ika,1,pus anak lantai berisik acara pakai microfon kenceng anak anak unjung anak unjung banyakkkk pustaka suasana tenang acara suara microfon kencang air ganggu gedung toilet air anak kebelet pipis bingung cari toiletnyaaa,Diedit 3 bulan lalu,2025-10-21,negative
188,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Syefira Ramadhani,5,pustaka koleksi lengkap tinggi indonesia,2 bulan lalu,2025-10-21,neutral
189,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Haris Gustap Junior,5,tarik kece futuristik bentuk bangun desain tampung tahu inovasi pustaka layak nobat lambang inspirasi indonesia museum gedung utama lantai lantai milik uni rekomendasi cari ilmu pikir bebas,setahun lalu,2025-10-21,neutral
190,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,F N,4,kesini gratis lihat tempat keren koleksi buku seni kantin pustaka baca anak pakai eskalator gedung akses atas lift rooftop hadap monas suasana baca ruang buka asa drama korea kesini ojek daring lupa pustaka basional jalan merdeka barat satu lokasi satu pus kantor,3 tahun lalu,2025-10-21,neutral
191,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Murti Aulia Sariningtyas,5,kali kesan jauh turun halte perpusnas betapa megah cantik unjung banyak remaja usia remaja dewasa muda explore lantai pamer lantai lumayan edukatif ruang masuk gedung perpusnas lantai lift kes penuh tunggu puluh menit lift henti lantai turun pintu darurat sayang pintu buka perpusnas milik sepi cocok ajar masuk kena biaya apa buat kartu anggota mudah gratis charge kali bawa laptop kayak tempat cozy habis,3 tahun lalu,2025-10-21,negative
192,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Nuril Faishal Maulidin,5,mana baca bagus segi pustaka pustaka cakup fasilitas tarik fungsional baca buku luas tarik pustaka nyaman baca saran baca rekreasi murah gratis manfaat orang sisi letak pustaka nasional strategis halte transportasi monumen nasional,3 bulan lalu,2025-10-21,neutral
193,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Andini Apriliani,5,pustaka nyaman ajar lantai lantai bosan tugas rumah ajar wisata dar baca buku nyaman fasilitas lengkap akses pus mudah jangkau semenjak halte balai kota hari senin jumaat buka jam malam lantai pandang city light untung senja,Diedit 2 tahun lalu,2025-10-21,neutral
194,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Alvania Kartika,5,update maret minggu kembali buku malam malam selasa pagar kakak kakak baju hitam perlu kembali buku jalan kaki tawar antar pakai motor tolak terima kasih jalan kakak kakak sampir yasudah lihat punggung jaket tulis logo perpusnas lega anjung kembali mandiri pandu kakak kakak salah buku pinjam deteksi masuk mesin kakak simpan bukti kembali buku selesai antar pintu gerbang terima kasih lega bawa uang tunai terimakasih sincerely review maret unjung perpusnas sabtu pagi singkat cocok baca ramai kurang nyaman unjung mampu lift sedia distribusi orang curhat turun tangga darurat lantai henti lantai istirahat pinjam buah buku lantai kali kunjung perpusnas butuh bantu staf staf perpusnas ramah balas sapa lantai satpam mohon maaf milik kurang fisik mata beliau profesional bantu temu buku terima kasih moga rezeki lancar sehat,Diedit 3 tahun lalu,2025-10-21,negative
195,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Anggi Dwi Kurniawan,5,iseng sering main teman temn kos tagih main tuju utama lantai tugas ramah titip barang bawa loker lantai belah kanan kartu anggota lantai kantin lantai masuk pustaka lewat museum,2 tahun lalu,2025-10-21,negative
196,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Prasetyo Sulaiman,2,nyesel rame bikin elevator express lantai langsung lantai banyak orang dateng balkon kecewa nunggu gabisa cetak kartu anggota,3 bulan lalu,2025-10-21,negative
197,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Reminton Hasballah,5,bagus tugas kuliah kantor working space buku limpah tugas ramah fasilitas sarana prasarana bagus bersih ruang sejuk,setahun lalu,2025-10-21,negative
198,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Shella Evitananda,5,unjung kali harus registrasi khawatir proses mudah langsung hubung tugas monas balkon lantai saran kelola pustaka alangkah baik lobby papan informasi kait leluasa study space unjung,setahun lalu,2025-10-21,negative
199,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Anna R Nawaning S,5,gedung pustaka tinggi dunia milik ruang audio visual nyaman ruang baca anak anak instgramable ruang lansia difabel toilet sedia lantai bersih kesana minggu rusa kunci pintu toilet lantai ada giat literasi kalang usia kantin luas sedia lantai kurang tunggu lift acara buku buku pinjam bawa pulang baca tempat,6 tahun lalu,2025-10-21,neutral
200,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Desy Eri,5,gedung monas kantin mushollanya nyaman tempat nyaman lantai sayang week lift antri,setahun lalu,2025-10-21,neutral
201,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Rasyid Ridho,5,layan ramah standar layan publik buat kartu anggota cepat proses menit kena biaya tambah minus tangga darurat buka antri lift kerja kantin sedia makan standar makan minum bawa titip helm loker sedia ukur batas untung titip tugas lobby buku akses komputer ruang baca tugas ambil robot praktis efisien sayang buku bawa pulang sedia aplikasi ipusnas alternatif,2 tahun lalu,2025-10-21,negative
202,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Fauzan Kharraz,5,pustaka nasional bagus bersih nyaman baca buku tugas dar ngadem wifi lantai rooftop pandang kota jakarta ikon monumen nasional,2 tahun lalu,2025-10-21,neutral
203,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,wiwi wildasari,3,pintu masuk jalan temu gedung pustaka lewat museum gedung perpusnas langsung ambil kunci loker jajah lantai catat harap sabar tunggu lift dtg atas jam lantai buku lantai buku braile ruang anak koleksi novel lengkap update moga tambah,2 tahun lalu,2025-10-21,neutral
204,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Syifa Hindun,5,pustaka buka kalang koleksi buku negeri pustaka lantai lantai milik rooftop hadap lans ung monumen nasional saran kunjung kesini akhir pekan libur penuh lift hasil pilih tangga darurat pustaka lengkap fasilitas kantin lantai mushola lantai fasilitas tunjang,setahun lalu,2025-10-21,neutral
205,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Oky Gustian,5,nyaman asah tahu baca sedia lantai kunjung kesini bawa tas sila simpan barang bawa loker sedia loby fasilitas parkir loker toilet dsb bayar gratis sejuk toilet bersih sedia kursi meja baca tugas henti kontak isi daya gawai akses lantai lift sayang kapasitas lift bilang moga besar antusiasme masyarakat manfaat pustaka bawa kendara pribadi wajib stnk,3 tahun lalu,2025-10-21,neutral
206,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,The Johan,5,pustaka nasional indonesia pustaka tinggi dunia koleksi buku buku lengkap koleksi sejarah sejarah indonesia koleksi buku langka koleksi unik lukis biografi autobiografi presiden audio visual museum alat tulis sejarah lengkap fasilitas ajar mahasiswa masyarakat memilki caffee kantin lounge buka tutup ruang baca tutup buka ruang multimedia dsb ruang nyaman milik sejuk udara untung temu,Diedit 2 tahun lalu,2025-10-21,neutral
207,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Radilla Putri,4,kesini akhir pekan lumayan rame orang remaja tanggung dtg kesini keluarga dtg kesan lift pustaka pny lantai tambah unjung lift antri ckup makan sedia lift kapasitas orang malas nunggu pakai tangga eskalator sedia lantai area anak ckup luas pilih buku nyaman bersih ajak anak kesini sayang area main fasilitas lengkap tugas layan ramah daftar anggota gratis cetak kartu antri batas kuota kesini pagi,setahun lalu,2025-10-21,neutral
208,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Athaya Irfan,3,pustaka tengah kota akses transportasi lengkap fasilitas agam kunjung pustaka masuk kuliah lokasi strategis pusat kota jakarta sila turun halte balai kota koridor jurus transjakarta pantai maju balaikota turun halte balai kota persis disebrangnya halte bus irti lanjut pergi bis tingkat sebrang halte balai kota meter perpusnas masuk gratis pandemi perpusnas terap daftar daring semenjak atur covid cabut unjung langsung nikmat suasana perpusnas lokasi ramah anak parkir mobil batas usia masuk pagi buka lantai area perpusnas untuk lantai detail lobbi utama resepsionis penitupan tas saran bawa tas pribadi tukar kunci loker sedia masuk area akses kartu anggota saran daftar nikmat fasilitas perpusnas area bebas lobbi lantai gratis kartu anggota lantai kumpul buku arsip buka masuk baca buku lantai gratis tunjuk kartu anggota baca kenan bawa buku area pinjam buku wajib milik kartu anggota maksimal pinjam buku maksimal panjang pinjam sayang salah staf area lantai jutek minim senyum cenderung jutek ngegas moga ditraining pelayananannya ramah lengkap detail area arsip buka lantai mesti nomor buku peta denah tunjuk lokasi buku akibat mana sign nomor buku rak lantai sulit cari buku mandiri tugas tolong cari buku harap stok buku minimal judul bawa pulang pinjam mohon bahan masuk baik kelola moga perpusnas tingkat layan,Diedit 2 tahun lalu,2025-10-21,negative
209,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Faiz Faishal Nugroho,3,tempat bagus cocok ngerjain tugas baca tugas masuk gratis wifi gratis minus elevator elevator dikit rame fasilitas eskalator tangga lantai paksa tangga darurat,setahun lalu,2025-10-21,negative
210,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Julius Cahyadi ong,5,indonesia pustaka publik gin omong buku judul sisi gelap surga tolong tolong,2 minggu lalu,2025-10-21,neutral
211,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Arif Widiyanto,5,healing murah riah cocok mumet prihal duniawi sengaja sengaja baik jam hari weekday jam ramai akhir pekan now masuk scan peduli lindung sambut mini museum gedung utama titip barang buat kartu lantai favorit orang baca nugas enak lantai multimedia lantai minjam komputer rungan nunjukin kartu anggota lantai rooftop kursi executive baca monas gambir sisi utara wifi sedia lantai turut kencang hwhe nama executive lounge,3 tahun lalu,2025-10-21,neutral
212,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Rizqa Amalia,5,anak libur sekolah bawa pus nasional woww suka pulang gedung lengkap masuk gratis kemarin lantai datang lantai daftar kartu anggota gratis batas orang lantai dasar loker lantai ruang baca anak buku jenis nyaman unjung kemarin kerja pagi rame dingin lantai musholla lantai kantin makan siang baca sore lantai ruang audio visual lantai eksekutif lounge bagus lihat view monas kamar mandi bersih buku baca februari minggu buka jam cek foto rekomen dateng isi libur anak,Diedit 7 tahun lalu,2025-10-21,negative
213,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Abdon Djuliawan,5,lihat surat kabar majalah koran kompas berita jakarta majalah tempo gatra rak buku buku perpusnas komplit informasi pinjam baca sedia meja lengkap colok listrik laptop lantai interior ruang keren milik view kota jakarta keren pokok,Diedit 2 tahun lalu,2025-10-21,negative
214,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Awim Krisdianto,4,kunjung kesini sabtu ramai eskalator lantai lift ngantri lamaaaaaaaaaaaaa hati tangga darurat kunci,setahun lalu,2025-10-21,negative
215,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Mega R.,5,niat kunjung pustaka nasional sempat langsung prokes terap ketat lokasi pus seberang monas gedung tri bumn pasuk gedung pus lewat gedung sejarah jadi galeri museum literatur indonesia instalasi seni aestetik futuristik belakang toilet pojok teras sedia bangku bangku taman sejuk atm ruang pisah panggung teras perpusnas lobby pus sedia galeri mini buku buku koleksi presiden zaman soekarno jokowi perpusnas tangga eskalator lantai unjung lift unjung wajib titip tas loker sedia tas goodie bag khusus unjung unjung wajib kartu anggota baca koleksi buku akses fasilitas multimedia perpusnas unjung isi data komputer sedia tunggu nomor antri panggil tugas daftar wawancara sebentar kartu anggota perpusnas cetak koleksi buku buku lengkap genre agam banyak kunjung mahasiswa anak anak sekolah proses cari katalog buku canggih via daring akses khusus member cetak printer sedia fasilitas fotocopy tau gratis bayar suka fasilitas ruang multimedia komputer spek canggih sayang unjung tertib asyik ganggu unjung seberang ruang khusus unjung bawa laptop device wifi perpusnas oleh akses tugas fasilitas kantin jual makan ramai unjung koperasi jual snack mie instan cup makan biaya hemat riah fasilitas beranda lantai bagus ruang seminar serta batas sofa sofa sedia nyaman titik khusus orang baca buku pandang jendela beranda batas lumayan lihat pandang gedung gedung jakarta pusat monas fasilitas toilet bersih info kini cek instagram perpusnas pergi,3 tahun lalu,2025-10-21,negative
216,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Zacky Putra,5,pustaka worth visit jakarta tempat nyaman baca baca ngerjain tugas bengong rame senyap tenang ruang baca nikmatin fasilitas kartu anggota buat kartu gratis oiya kartu anggota masuk masjid ukur bersih nyaman gratis wifi speed kenceng lantai lantai lambat toilet lantai toilet remang saran ganti lampu terang masuk kesini pungut biaya akses transportasi pada krl turun gondangdia sambung transjakarta koridor stasiun turun halte pustaka nasional masuk kesini pungut biaya mampir kesini,Diedit setahun lalu,2025-10-21,neutral
217,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,ryza saja,5,kesini wishlist kunjung ramai buku buku sebenernya penasaran lantai mentok area baca anak lift penuh anak betah area baca anak anak sore langsung pulang,setahun lalu,2025-10-21,negative
218,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Toni Ey [INA],5,kesini mei kesan mewah langsung asa masuk pustaka nasional indonesia konon pustaka tinggi dunia lantai informasi ulas posting web sosmed bagi alam sana tingkat sekuritas harap maklum pustaka wilayah obyek vital negara kantor perintah masuk periksa barang bawa lewat detektor metal pasti koleksi buku kitab harga parkir motor mobil luas basement hati haluan sempit eskalator lantai sisa akses elevator lift kapasitas harap sabar antri ajar pasti tuju cari koleksi buku kesasar sasar buat kartu anggota gratis siap identitas isi formulir mandiri daftar daring tinggal ambil nomor antri cetak kartu kafe lantai dasar lapar ngopi cantik lantai mushola toilet kuatir sholat kamar mandi parkir gratis amal silah bawa anak area khusus anak disabilitas lantai alhamdulilah acara dongeng farrand anak senang diperbolehlan pinjam koleksi bawa pulang katena proses inventarisir manajemen buku selesai akses wifi colok lan browsing giat hubung internet bawa gadget laptop bawa laptop lantai sedia tuang multimedia siap puluh komputer pakai kartu anggota hari batas lembar datang pagi isi formulir daring ambil nomor antri tunggu panggil verifikasi data foto taraaa anggota perpusnas yeaayyyy hohoho ayo pergi edukasi literasi selfie place berisik,7 tahun lalu,2025-10-21,neutral
219,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Giri Aramya,5,ucap terima kasih pustaka nasional latih gamelan letak strategis mudah jangkau kelompok gamelan sang saptaswara latih rutin sabtu latih pagi siang latih gamelan kunjung baca buku latih gamelan nyaman panas karena rusak nyala bilah slenthem pelog patah latih lestari budaya indonesia punah terima kasih pustaka nasional mensupport,setahun lalu,2025-10-21,negative
220,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,ririe rhey,5,tempat bagus nyaman anak anak baca buku ajar buku bagus bagus bingung pilih kemarin nemuin minus wudhu mushola lantai licin,setahun lalu,2025-10-21,negative
221,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Luthfi Nur Amalia,4,hubung musim libur sekolah antre lift sekal penuuuh akal lift kanan lantai ganjil lift kiri lantai genap,2 tahun lalu,2025-10-21,neutral
222,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,NORMAN Boy,3,kantin penuh makan minim parkir penuh penuh lift padet lamban tugas lantai kartu koleksi buku nyaman taman bangku duduk,setahun lalu,2025-10-21,neutral
223,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Ahmad Munir,5,kunjung kesini rasa nuansa penuh ilmu orang orang baca teliti lepas haus literasi saran lantai cepat tangga darurat tunggu lift kali kunjung makan tunggu penuh teman tangga darurat lantai keren ikonik indonesia keren selamat kunjung,10 bulan lalu,2025-10-21,negative
224,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Restia Ningrum,5,lokasi strategis ramai akhir pekan lift penuh tangga darurat,Diedit setahun lalu,2025-10-21,negative
225,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Fira Pangestu,5,lantai lantai tema ruang diskusi sedia penuh but okay lantai oke ngobrol meeting daring kali dtng lantai titip barang bawa barang pakai tas sedia lantai daftar anggota komputer daftar daring panggil short interview data kartu cetak gratis sisa explore lantai lift dipake dtng kesini wifi oke dipake,3 tahun lalu,2025-10-21,neutral
226,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Davina Zahra Rinjani,5,tempat luasss enak lift pusing turun jalan lupa wkwkwkw lift rame tangga darurat pintu kunci bahaya lepas enak suasana sunyi wifi tapiii sayang rak tidak ada tulis diklasifikasiin buku kayak tempel saran tambahin plang jenis buku buku enak nyarinya enak kantin makan siang jajan ringan sholat luas bersih adem masuk gratis enak guysss tau pinjam buku sana sistem oiya dateng kesana sia sia keliling foto foto sosial media baca buku okeeeyyy,3 tahun lalu,2025-10-21,negative
227,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Lasmanah,5,kali kesini masuk langsung suguh objek sejarah gedung hadap langsung monas fasilitas muas masjid nama masjid nurul ilmi kesini angkut kereta stasiun cicayur turun gondangdia transjakarta gondangdia balaikota turun halte pustaka nasional krl turun stasiun tanah kakak transjakarta kampung melayu tanah kakak via cikini,Diedit setahun lalu,2025-10-21,neutral
228,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Irsyad Nauval Fauzan,5,pustaka nasional jakarta pusat masuk dalam gratis perpusnas transportasi bus transjakarta turun halte balaikota kendaraa pribadi motor mobil parkir dalam,2 bulan lalu,2025-10-21,positif
229,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Alfira Nafisa Furi,5,lokasi mudah akses halte gedung krl turun stasiun gondangdia juanda masuk cuci tangan scan barcode peduli lindung bangun masuk gedung utama gedung utama lantai akses lift buah tangga darurat lift penuh lantai milik fungsi beda nyaman bersih kondusif masuk gratis ruang kartu anggota,3 tahun lalu,2025-10-21,neutral
230,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Sixtheen Larasati,5,niat hati kesini tau pus nas eehm nyaman nyesel dateng siang kesini bus turun halte monas jalan kaki sebentar kesini lewat halte gambir panas bajaj tawar kesini masuk isi laman kunjung cari google cari kunjung pustaka nasional isi form pandemi pus kunjung unjung hari isi laman kunjung kesini jam pagi daftar unjung penuh baik daftar anggota pus nas cari google akses kunjung main kesini kunjung daftar daftar lantai antri puuuuaaanjaaaang toilet bersih lantai mushola lantai,4 tahun lalu,2025-10-21,negative
231,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Fachreza Maulana,5,pustaka nasional besar republik indonesia sedia buku literatur lupa mini museum indonesia negara maritim tiket masuk gratis view monas lantai,2 tahun lalu,2025-10-21,neutral
232,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Rena Erfiyana,5,nyaman asyik baca ajar perpusnas,3 bulan lalu,2025-10-21,neutral
233,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Rafli Al Qadar,4,pustaka bagus dalam pustaka karya karya lukis nirmana dsb tenpatnya bagus adem luas kesana bareng teman kereta ajar bareng teman gimana berisik enak ajar bareng teman kurang kayak lift lift penuh teman turun tangga lantai lantai wkwkwkk kereta bagi duduk kesana lantai bas mental,2 tahun lalu,2025-10-21,negative
234,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Kannee Kannee,1,tugas sopan nada bicara ramah himbauan titip tas unjung langsung lantai ujung ujung suruh turun buang lift isi orang padat antri lift eskalator lantai satpam lantai bilang cuek nada kasar nada kasar cuek tempat lumayan bersih staff daftar ipusnas ramah staff titip barang satpam lantai simpel alam kena sistem aneh titip tas ransel akses lantai titip tas serah kartu identitas pinjam barang lantai butuh kartu identitas kartu identitas serah titip barang lantai konsep tugas kartu identitas,5 bulan lalu,2025-10-21,negative
235,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Satrio Utomo,5,surga buku lovers masuk lupa cuci tangan teman lupa scan barcodenya libur kuota penuh siang dateng pagi lantai loker barang bawa bawa tas makan minum sedia loker tas tenteng lantai daftar anggota khawatir semi daring tunjuk lengkap foto video informasi spesifik lantai kemarin lantai anak reviewnya spesifik situ masuk ruang baca lepas sepatu tempat nyaman bersih rapi jenis anak pokok jamin betah buku boardbook hewan kendara fabel agama komik dsb komputer interaktif anggota musholla toilet bersih pokok mantap lupa jaga bersih minus lift ngantri lift akses lantai kapasitas lift suka turun tangga darurat strong hhe,3 tahun lalu,2025-10-21,negative
236,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Falah Bayu Safitri,5,perpusnas tuju harap list kali unjung sayang jam siang otomatis ramai tertib tugas sana cetak kartu anggota kuota habis pasti pagi fasilitas bagus aman nyaman mushola lantai bersih sedia mukena lantai titik unjung kecewa soon moga unjung perpusnas pagiii,3 tahun lalu,2025-10-21,negative
237,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Dasma PB,5,tempat nyaman bersih tugas ramah bantu daftar anggota mudah laku umur hidup catat ktp nonton jabodetabek anggota serta surat domisili pinjam buku proud indonesian,3 tahun lalu,2025-10-21,negative
238,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Aliza Natasya Putri,4,museum indah pus rapi akhir pekan lift penuh habis tunggu lift buku suasana oke want come there,Diedit 2 tahun lalu,2025-10-21,neutral
239,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Suganda,5,pustaka nasional lantai fasilitas lengkap nyaman kartu anggota gratis kota jakarta tinggi balkon lantai,9 bulan lalu,2025-10-21,neutral
240,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Siti Dian Nurjanah,5,libur tarik anak anak suka lantai area anak ruang dingin bersih toilet bersih baik pokok moga jaga manfaat orang terimakasih,2 tahun lalu,2025-10-21,neutral
241,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Efel Indhurian,5,perpusnas koleksi buku milik fasilitas ruang teater layan audiovisual area budaya baca data center layan koleksi buku langka lokasi kantor akademi ilmu tahu indonesia fasilitas lantai perpusnas lantai lobi utama lantai ruang layan anggota pustaka telusur informasi ruang auditorium lantai zona promosi budaya baca lantai ruang pamer kantin lantai kantor lantai data center musholla lantai layan anak lansia disabilitas lantai layan audiovisual lantai layan naskah nusantara lantai simpan koleksi monograf tutup lantai ruang baca koleksi monograf tutup lantai layan koleksi buku langka lantai layan referensi koleksi daring ilmu pustaka lantai layan koleksi foto peta lukis lantai kantor akademi ilmu tahu indonesia lantai layan multimedia lantai layan koleksi kala mutakhir mancanegara lantai layan koleksi monograf buka klas lantai layan koleksi monograf buka klas lantai layan koleksi majalah jilid lantai layan koleksi budaya nusantara executive lounge ruang terima tamu mancanegara,2 tahun lalu,2025-10-21,negative
242,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Tiara Ulfayana,5,lengkap koleksi buku buku pinjam stocknya pus tempat luas nyaman kursi meja tambah lantai lantai area baca anak nyaman daftar kartu anggota lantai antri akhir pekan daftar suka baca luas wawas senang pinjam buku panjang via website mushola nyaman lantai tempat candu kaum introvert dar browsing baca lift lma kali penuh,setahun lalu,2025-10-21,neutral
243,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Eka Alfarisy,5,pustaka nasional pustaka besar indonesia asia staff layan unjung proses buat kartu anggota lantai cepat menit tangga eskalator hubung lantai gedung fasilitas masjid kantin rooftop kafe dalam gedung sayang kantin penuh kunjung jam makan siang paksa kadang kadang makan siang undur makan siang makan siang kantin transportasi perpusnas jangkau transportasi kendara pribadi jalan medan merdeka selatan turun halte bus perpusnas irti bus transjakarta gedung perpusnas bawa kendara parkir kendara dalam gratis,3 tahun lalu,2025-10-21,neutral
244,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Wulan Putri,5,cek protokol sehat staff karyawannya ramah lift ramai titik tugas dar santai kantin harga makan worth bersih unjung perempuan abg norak tolong duduk wastafel kamar mandi bayang wastafel rubuh rusak fasilitas thankyou,3 tahun lalu,2025-10-21,negative
245,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Fika Ardita,5,jendela dunia wajib kunjung fasilitas lengkap area baca anak lantai nyaman anak anak suka habis favorit lantai duduk kursi sedia hadap monumen nasional cocok kerja cafe daftar anggota lantai kantin luas lantai,2 tahun lalu,2025-10-21,negative
246,Perpustakaan Nasional Republik Indonesia,Perpustakaan Umum,Jakarta Pusat,Giri Alifia,5,pustaka baik acara seminar seminar dsb akhir pekan ramai akses transportasi mudah toilet tolong luas banyak acara susah antri,5 tahun lalu,2025-10-21,neutral
