username,rating,review_text,relative_date,review_date
Siti Nur Latifah,5.0,"Dari jaman kuliah sampai kerja selalu ingin sempatkan ke perpusda. Tapi semenjak pandemi semua jadi dibatasi, jadinya gak leluansa. Setelah keadaan kembali normal ingin perpanjangan kartu, membaca ditempat, WiFi an, bertemu teman yang sekiranya sefrekuensi. Tempatnya super bersih, rapi, tertata dengan baik 👍 …",3 tahun lalu,2025-10-21
Marsha Nasiha,5.0,"Wifinya memang sedikit bermasalah, terkadang bisa terkadang tidak, karena memang hanya satu server dipakai untuk seluruh pengunjung. Tapi selain itu tidak masalah, tempatnya semakin cozy untuk dibuat baca santai dan nugas. Hanya saja sedikit disayangkan untuk hari Sabtu dan Minggu tutup",Diedit 2 tahun lalu,2025-10-21
Nur Ilma _Oliviahmad,5.0,"Tempat jujugan buat ngerjakan tugas kuliah atau skripsi, tersedia meja dan colokan listrik untuk laptop. Ruangan ber AC. Pilihan buku banyak banget. Ada toilet dan mushola di belakang perpustakaan. Parkiran juga luas banget.",4 tahun lalu,2025-10-21
Ilham Prawidi Sakti,4.0,"Secara keseluruhan sudah baik. Ruang baca, koleksi buku, musholla, wifi, dll. Mantap

Masukan:
Layanan penitipan barang agar ditingkatkan. Saya mengalami sendiri ada oknum petugas penitipan barang / locker yang kurang ramah, bahkan cenderung kasar. Lebih dari sekali saya mengalaminya. Padahal (maaf) tugasnya sekedar nuker kunci sama ktp, selebihnya nonton TV. Ada 3 orang pula yg jaga. Kurang efisien. Semoga jadi pertimbangan perbaikan.",5 tahun lalu,2025-10-21
Monica R. Aisyah,5.0,"Parkir gratis, klo mau pinjem buku hrs punya kartu anggota nya dulu, untuk proses pembuatan kartu anggota sangat mudah.. tinggal isi form, tunjukkin ktp/ktm, foto . ada wifi juga. bukunya lumayan lengkap.",6 tahun lalu,2025-10-21
Luvi Alviani,5.0,"Dulu sering sekali datang kesini karena butuh buku untuk referensi tugas² kuliah. Bukunya banyak dan lengkap, parkiran juga luas. Tempat membacanya juga nyaman.",2 tahun lalu,2025-10-21
Jumaizah,5.0,"Tidak ada biaya parkir, biaya pembuatan kartu anggota, atau biaya peminjaman.

Hanya saja petugas kurang ramah. Bahkan selalu marah-marah hanya karena tidak absen. Sangat merusak citra perpusda.

Tempat duduk kurang banyak. Tidak nyaman. Kurangnya tempat charge dan fasilitas lain.
Rak buku banyak yang kosong. Hasil foto pembuatan kartu anggota perpusda sangat jelek. Semuanya buruk.",6 tahun lalu,2025-10-21
Arthano Wibowo,5.0,Referensi bukunya banyak.. Tempatnya nyaman,Diedit 7 tahun lalu,2025-10-21
Rafi Fairuz,5.0,"Tempat baca buku yang sangat baik.. Berbasis digital, full AC, free wifi, free parking, pelayanan cepat dan ramah, ada ruang ibadah dan toilet, serta ada koran kuno dan buku yang lengkap. Peminjaman menggunakan kartu member, kartunya gratis dan cepat didapat cukup dengan ktp dan foto. Pelajar maksimal pinjam 2 buku dengan tenggat waktu pengembalian 2 minggu.",8 tahun lalu,2025-10-21
Taufik,5.0,Tempat yang nyaman untuk menambah ilmu dan wawasan. Petugasnya juga ramah dan membantu. Semoga koleksinya tambah lengkap. Pokoknya sip deh 👍 …,2 tahun lalu,2025-10-21
edi sutrisno,5.0,Bertemu bu Dwi yg Ramah🥰 …,3 tahun lalu,2025-10-21
Fajar Febrian,4.0,"Tempatnya nyaman untuk baca baca buku, pelayanan pinjam buku dan pendaftaran anggota perpus memuaskan. Biaya pembuatan kartu anggota gratis, syaratnya hanya KTP Jawa Timur saja. Proses pembuatan kartu anggota juga sangat cepat, tidak membutuhkan waktu lama. Koleksinya cukup lengkap hanya terkadang ada beberapa koleksi yang tidak ada di rak baca.",6 tahun lalu,2025-10-21
Probo Darono Yakti,4.0,"Koleksi cukup representatif dengan layanan yang baik. Tersedia ribuan koleksi dari pemerintah provinsi dan pemerintah kota, arsip-arsip mulai dari zaman Belanda hingga sekarang. Referensi ada di lantai atas. Jangan lupa mendaftar menjadi anggota bagi anda yang memiliki KTP Surabaya. Setelah itu nikmati segala fasilitasnya mulai peminjaman buku hingga layanan internet gratis.",8 tahun lalu,2025-10-21
Regie Soebekti,1.0,"Kecewa banget dengan perpus jatim menur.
Sebenernya buku nya lengkap dan tempat nya nyaman.
Tapi sangat disayangkan untuk keamanan nya sangat sangat kurang sekali.
Teman saya baru saja kehilangan sepeda motor gara2 satpam yang sangat teledor tidak memeriksa stnk saat keluar masuk kendaraan, jadinya sepeda motor tmn saya hilang dicuri.
Pencuri bebas berkeliaran di sekitar area parkir perpus tanpa ada pengawasan sedikit pun.
Seperti parkir di parkiran liar yang tidak resmi.
Sudah lapor ke satpam dan petugas terkait, cuma diperlihatkan cctv tapi tidak ada pertanggungjawaban sama sekali.
Malah si satpam ngeyel dan pembelaan diri nyalahin teman saya tidak ngunci setir kendaraan nya.
Tolong cari satpam yang berkompeten, satpam kan dibayar bukan untuk jaga pos saja ?????!!!!
Satpam kan dibayar untuk jaga keamanan sekitar perpustakaan ????!!!
Saran saya, lebih berhati hati lagi ya buat yg mau berkunjung, bawa gembok yang banyak ya biar kendaraan kalian aman.",7 tahun lalu,2025-10-21
Gita Rina,2.0,"Saya kurang beruntung mencoba fasilitas sana.  Saat mau pinjam buku dg kondisi kartu hilang, diminta cari dulu sampai ketemu baru bs pinjam.  Tidak ada solusi praktis.  Saran : sebaiknya para staf diberi pelatihan public speaking yang baik dan cara hospitality  yang benar..

Klo kelengkapan buku OK.",6 tahun lalu,2025-10-21
Ahmad Habib Mustofa,3.0,"Petugas bagian peminjaman, ibu-ibu dengan rambut agak botak..
Tolong pimpinan perpusda jatim agar menegurnya dan diberi sanksi, sangat tidak ramah. Marah2 tdk jelas. Melayani tanpa senyum. Tidak cocok sebagai petugas pelayan publik. Bukan sekali dua kali saja. Sudah banyak keluhan yg disampaikan para pengunjung. Harap diperhatikan. Semoga lebih baik.",5 tahun lalu,2025-10-21
Clara Febrianna,5.0,"Perpustakaan umum yang saya rasa paling lengkap se Surabaya,  pelayananya baik dan cepat, tempatnya nyaman dengan penerangan yang pas.

Namun buku-buku nya banyak yang lama,  kalau bisa diperbaharui dengan buku baru.  Dan diperbanyak juga buku berbahasa asing seperti Inggris. Karena bisa menambah pengetahuan sampai taraf internasional.  Terimakasih",Diedit 2 tahun lalu,2025-10-21
Nena Zakiah,5.0,"Salah satu perpustakaan paling lengkap koleksi bukunya dan paling nyaman! Segala macam buku ada, bahkan koleksi majalah juga ada. Perpustakaan anak juga ada, dengan tempat yang cozy dan colorful, nyaman buat anak kecil.

Pas SMA dan awal kuliah sangat sering kesini. Bahkan dari pagi sampai tutup pun betah disini, hehe. Tempatnya sejuk, banyak sofa nyaman dan tenang. Oh ya, dulu masih ada akses 'Warnet' (komputer dengan internet yang boleh diakses publik), dan dengan itu aku betah ngeblog berjam-jam hehe. Entah sekarang masih ada atau udah ditiadakan.

Untuk meminjam, buatlah kartu perpustakaan dulu. Syaratnya harus warga Jawa Timur (setauku), dan boleh meminjam max 2 buku dengan jangka waktu 2 minggu. Kalau telat ngembaliin, didenda. Dendanya adalah gak boleh pinjam buku dalam kurun waktu tertentu, tapi masih bisa baca di tempat.

Sangat direkomendasikan kesini!",7 tahun lalu,2025-10-21
Levina Zandra Maisara,5.0,Dari luar tempatnya udh keliatan nyaman. Tapi pas kesana ternyata melayani drive thru ajaa alias yaudah pulang aja😭 lagian blm punya kartu perpusnya. sedih sih asliiii. Di pintu masuk perpusnya sih tulisannya hanya melayani drive thru saja gitu. …,4 tahun lalu,2025-10-21
Muhammad Khakim,5.0,"Referensi buku bukunya banyak sekali,ruangannya bisa dikatakan nyaman dengan ruangan yang bersih, tenang, ruangan dingin ber AC, serta petugas pelayanannya yang saat ini sudah ada perkembangan pelayanan menjadi sedikit lebih ramah. Di buka untuk umum juga. Untuk warga jawa timur jika ingin menjadi membernya mudah sekali hanya menyerahkan ktp dan mengisi formulir melalui komputer hanya menunggu 5-10 menit kartu anggota sudah jadi dan berlaku hingga 5 tahun",6 tahun lalu,2025-10-21
Suki Naendha,2.0,"Luas tempatnya, tapi pegawai bagian depan apalagi yg emak2 jawabnya jutek. Sa tanya baik2 dijawab nge gas kayak bentak marah2 gitu wkwkwk . Kalo cape bilang atuh, bu🙊
Jgn marah2 mulu nanti darah tinggi wkwk 🙏",3 tahun lalu,2025-10-21
Carmen Rose,3.0,"Secara umum bagus. Hanya saja saya belum konfirm lagi saat ini buka hari apa saja? Karena sebelumnya buka untuk setiap hari. Terakhir, saya ke sana Sabtu dan Minggu TUTUP. Apakah ini sesuai dengan cakupannya yang termasuk satu Jawa Timur karena hanya buka Senin hingga Jumat? Semoga sudah buka lagi untuk Sabtu dan Minggu walau setengah hari.

Tersedia musala dan ruang tunggu yang bagus. Dan... berharap pelayanannya semakin baik terhadap pengunjung. Suatu hari ada pengunjung yg kehilangan kunci loker tapi petugas diam saja dan tidak mengatakan bahwa telah tertemukan kuncinya sampai pengunjung tersebut kebingungan. Ketika ditanya rekannya, dia menjawab enteng ""lah ga tanya kok apa menemukan kunci? Dia (pengunjung) cuma tanya gimana kalau kunci loker hilang? Apakah harus mengganti?""

Sangat disayangkan. Padahal perpustakaan adalah gudangnya literasi. Banyak bacaan bagus yg bisa digunakan acuan mengupgrade diri. Semoga tidak terulang kembali kepada pengunjung lain.

Belakangan saat kesana kurang nyaman karena lebih berisik dibandingkan dulu. Jadi mengganggu saat membaca.

Semoga pengunjung bisa lebih memahami bahwa perpustakaan itu ruang tenang yang fungsinya untuk membaca. Kecuali jika ada ruang diskusi seperti saat saya di perpustakaan kampus yg ruang diskusinya terpisah dengan ruang belajar.

Terima kasih🙌.
Membaca. Indonesia SDM Unggul. (Suka sama slogan kemenangan di Bulan Kemerdakaan)yang di pajang di gerbang.",6 tahun lalu,2025-10-21
Thifal Alya Hanifah,4.0,"Perpustakaan dengan novel-novel terkini, seperti dilan, laskar pelangi, raksasa dari jogja, sabtu bersama bapak, dll. Sangat mudah membuat kartu anggota sehingga mudah meminjam buku juga. Banyak tersedia meja dan kursi untuk membaca buku.",7 tahun lalu,2025-10-21
Hanifi Zulpri,1.0,"Lapor.
Ada kasus pencurian sepeda motor di dinas Perpustakaan Jawa Timur di Jl. Menur Pumpungan No.32, Menur Pumpungan, Sukolilo, Kota SBY, Jawa Timur 60118.
Dikarenakan keteledoran sang satpam yang tidak memeriksa STNK saat keluar dan masuk kendaraan.
Kejadian terjadi sekitar pukul 10 pagi, sekitar 30 menit setelah si pemilik baru parkir kendaraannya.
Kemudian ada 2 orang pelaku yang memakai sepeda motor tanpa plat nomer depan, tapi tetap diperbolehkan masuk oleh sang satpam.
Tapi seharusnya di KETENTUAN area parkir terdapat tulisan ""Pengunjung Wajib Menunjukkan Surat Tanda Kendaraan Bermotor (STNK) Kepada Petugas Jaga Pada Saat Keluar"", tapi sang Satpam hanya diam di pos nya.
Pelaku berhasil membobol sepeda motor sekitar kurang lebih 6 menit dari pantauan CCTV.",7 tahun lalu,2025-10-21
Aditya Dharma Putra,5.0,"Perpustakaan nya luas.. Ada dua lantai.. Lantai pertama untuk buku dan kamus.. Yang lantai 2 untuk literatur lain, arsip, jurnal.. Ada toilet meski cuma satu.. Ada ruang tunggu di depan.. Pelayanannya ramah.. Gak ada denda apabila terlambat mengembalikan.. Parkir gratis.. Dan koleksi bukunya sangat banyak meski ada beberapa yang tidak ada..",6 tahun lalu,2025-10-21
Hanin Rahmawati,5.0,"Sekarang sudah bisa dikunjungi, buka pukul 08.00 WIB dan tutup pukul 16.00 WIB, terdapat tambahan layanan Drive Thru yang melayani pengembalian buku dan juga peminjaman buku secara online",Diedit 3 tahun lalu,2025-10-21
Karimatul Agustina,4.0,"Tempatnya nyaman dan bersih
Untuk pengaturan buku lebih ditingkatkan lagi
Kami sering kesulitan mencari buku meskipun sudah ada nomer rak buku",7 tahun lalu,2025-10-21
renya rosaria,5.0,"perpustakaan yang lengkap. mau cari bahan untuk tugas skripsi, jurnal, skripsi, sampai tesis ada semua. tempat nyaman dan hening. terdapat kamar mandi dan 2 lantai. saya menyusun skripsi disini dan puas dengan kelengkapan buku. sayang, beberapa pegawainya kurang senyum dan ramah",7 tahun lalu,2025-10-21
Novelia kavitasari,5.0,"Buku-bukunya lengkap , berbagai judul buku yang saya sukai selalu tersedia di perpustakaan ini , tempatnya juga nyaman dengan suasana yang kondusif , tempat duduk yang banyak tersedia , lebih dari cukup menampung jumlah pengunjung yang cukup banyak , terdapat fasilitas seperti wifi dan tempat charge hp/laptop sehingga sangat membantu para mahasiswa yang mengerjakan tugas, membuat saya betah berlama-lama di  tempat ini..",7 tahun lalu,2025-10-21
Fisya Fidi,5.0,Pustakawannya ramah dan koleksi bukunya lengkap.,8 tahun lalu,2025-10-21
Hasib Rozi Pramana,5.0,"Suka dengan perpustakaan ini. Fasilitasnya lengkap, melayani pembuatan kartu anggota bagi domisili luar Surabaya, ruangannya nyaman, parkir gratis dll. Rekomendasi 👍 …",6 tahun lalu,2025-10-21
jauharul habibi,4.0,Juga tersedia mobil perpustakaan keliling,5 tahun lalu,2025-10-21
Tiara Talitha,3.0,"Untuk buku lumayan lengkap sih, cuman penataan raknya ga rapi banget, jadi susah nyari nya.
Kodenya tidak sesuai dengan rak. Nyarinya susah banget harus bener2 jeli dan teliti",7 tahun lalu,2025-10-21
Cycy Lurista,4.0,"Buku buku disini lengkap apalagi untuk mahasiswa yang butuh referensi ngerjain tugas, recommended banget :) untuk mengurus kartu anggota cukup mudah dan gratis, pelayanan petugasnya sangat ramah",8 tahun lalu,2025-10-21
M Bintang Perdana,5.0,"cocok untuk yang ingin menambah wawasan, parkir luas, koleksi buku banyak, suasana tenang. Bagi ktp luar Surabaya sudah bisa menjadi anggota.",8 tahun lalu,2025-10-21
Aliya Ulil Faddila,5.0,"Perpus tertata rapi, termasuk klasifikasi bukunya. Petugas ramah. Meskipun banyak orang, suasana tetap hening. Bagus sekali.",3 tahun lalu,2025-10-21
Rofi Khasanah,1.0,Harusnya hari minggu buka karena liburnya kerja cuma hari minggu kalau aja hari minggu buka bisa bawa anak buat baca buku di sini☹☹☹,2 tahun lalu,2025-10-21
Latif Ariyanto,5.0,"Tempat yang nyaman dan lengkap untuk belajar. Koleksi buku yang cukup lengkap.
Sepertinya tidak ada denda. Cuma ada sanksi bagi yg telat mengembalikan buku pinjaman",7 tahun lalu,2025-10-21
Annisa Nur karim,5.0,"sejak pandemi sampai sekarang galeri buku perpusatakaan ini tutup.... peminjaman bisa dilakukan sistem online. untuk info peminjaman buku atau lebih lanjut bisa kunjungi instagram :disperpusipprovjatim
sekian , semoga membantu😇 …",3 tahun lalu,2025-10-21
hida arrohmani,4.0,"Saran seh, kalau udah namanya perpusda jatim, seharusnya cakupannya banyak, bahkan literatur bisa sampai 4 lantai lebih, karena menjadi acuan Jatim, apalagi kampus Jatim, kampus terbanyak se-Indonesia",6 tahun lalu,2025-10-21
Christine Aprillia,1.0,"Staf PEREMPUAN bagian informasi sangat tidak ramah, pelayanannya buruk, pencitraan semua - kalau ada orang dewasa(guru/ortu) baru sopan.
Meskipun saya pelajar, setidaknya tetap saling menghargai, bukan memperlakukan seenaknya sendiri",6 tahun lalu,2025-10-21
Syachrir Iqbal,5.0,"Sy pertama kali kesana, tempatnya enak banget, cuma 1 yg dikit kurang, koq sabtu minggu tutup ya...minimal sabtu buka bisa ya matur nuwun",3 tahun lalu,2025-10-21
Yunita Indra W,3.0,"Suasananya tenang, bukunya lengkap, tapi petugasnya ada yg sebagian terlalu jahat dan pilih-pilih dalam hal menegur pengunjung. Mohon ditindak lanjuti untuk petugas-petugasnya. Terimakasih",Diedit 7 tahun lalu,2025-10-21
Kadek Ayu,5.0,"jaman masih SMA suka sekali seminggu sekali kesini untuk baca dan meminjam buku. segala macam buku ada, dan bebas untuk menjadi anggota.",4 tahun lalu,2025-10-21
Iswanto Arbi,5.0,ruang baca yg nyaman..dingin..wifi kencang ..bersih...buku cukup lengkap ... mas pustakawannya ramah2,3 tahun lalu,2025-10-21
E S,1.0,"pelayanan tidak ramah, buku di rak belakang berantakan, berisik, petugas keamanan banyak tapi sering terjadi kehilangan helm. pemeriksaan stnk jarang dilakukan.",7 tahun lalu,2025-10-21
Irene Wulansari,5.0,Ke perpus pemprov karena mau pinjam buku bacaan untuk anak-anak dan Alhamdulillah ketemu. Kuncinya tanya sama petugas biar gk nyasar,3 tahun lalu,2025-10-21
tety Ayuntina,5.0,"Tempatnya bersih sekali, ruangan ber AC, koleksi bukunya juga banyak dan mermacam macam, loker untuk penyimpanan barang juga besar",6 tahun lalu,2025-10-21
Limas Ziana,5.0,"Tempat kesukaan, ada wifi, kafe, ber-ac dan bisa akses internet. Koleksi bukunya lumayan untuk kesehatan, ada banyak novel juga",7 tahun lalu,2025-10-21
Thoriq Amrullah,2.0,"Buku disini cukup lengkap, tapi 2 teman saya pernah kehilangan charger laptop mereka disini, sudah melapor tapi tidak ada tindakan lanjut",7 tahun lalu,2025-10-21
abdul rochman,5.0,Bukunya lengkap. Syarat keanggotaannya harus pakai KTP Surabaya atau surat rekomendasi perguruan tinggi bersangkutan.,7 tahun lalu,2025-10-21
Chindy Librarian,5.0,Layanan sudah digital. Semoga menjadi sumber rujukan bagi masyarakat Jawa Timur dengan koleksi berkualitas dan inovatif,3 tahun lalu,2025-10-21
endang lestari wiloedjeng,5.0,"Bukunya cukup lengkap, ruangan nyaman, bersih. Ada juga untuk anak. Ada podcastnya. Recomended deh",3 tahun lalu,2025-10-21
Moch . samhaji fahmi,4.0,"nyaman , tertib , lengkap mau cari buku apapun ada . dan gaperlu repot2 untuk menjadi anggota cukup menunjukkan ktp",7 tahun lalu,2025-10-21
Dya Sya,5.0,Favorit pokoknya disini... Sering kesini sampe ga terhitung sudah berapa kali. Pelayanan pembuatan kartu anggota baru juga gratisss. Homy perpusnya...,Diedit 8 tahun lalu,2025-10-21
Eka Yulyana,4.0,"Tempat yang nyaman untuk membaca, koleksi buku yang lengkap, dan terdapat fasilitas yang menunjang untuk belajar,  seperti buku buku,  meja baca, colokan,  dan lain lain",6 tahun lalu,2025-10-21
ainun thoharo,4.0,Buku yg disediakan lengkap namun sistem penataannya masih membingungkan. Karena terkadang buku dengan jenis berbeda masih diletakkan dalam 1 rak yg sama,8 tahun lalu,2025-10-21
Azzam Fattahul Firdaus,4.0,"Tempat yang cocok untuk membaca, koleksinya banyak. Tempat dingin, wifi lancar dan gratis. Parkir gratis

Untuk toilet sedikit perlu diperbaiki",8 tahun lalu,2025-10-21
J,5.0,"Pelayanan OK. telat ngga denda ^_^ . koleksi dan status buku bisa dilihat online dulu dari rumah, kalau ada baru berangkat kesana",Diedit 7 tahun lalu,2025-10-21
Kartika Anam Pratama,4.0,tempat yg asyik untuk mencari buku buku lama baru utk bhn pkm.. skripsi... mahasiswa peljr guru dosen org kantoran numplek blek jdi satu utk menimba ilmu 😎😉 …,8 tahun lalu,2025-10-21
Arizal Sukarnaen,5.0,"Sangat membatu masyarakat, terlebih lagi Mahasiswa. Dengan adanya Perpusatakaan terbuka seperti ini dapat menjadikan Perpustakan sumber dari segala sumber informasi.",7 tahun lalu,2025-10-21
widsman drahta,3.0,"Suka sekali di tempat ini. Membaca sambil menikmati ketenangan. Koleksi buku2nya lumayan,  ok!",7 tahun lalu,2025-10-21
Retno Dewi Yulianti,4.0,"Ada banyak koleksi buku,  cukup ramai pengunjung,  kadang berisik karena dipakai berdiskusi sama mahasiswa",7 tahun lalu,2025-10-21
erni setiawan putri,2.0,minta tolong sekali kalau berbicara dengan orang saya mohon yang sopan. sebaiknya membantu bukan malah memarahi para pengguna perpustakaan jika butuh bantuan. kalian adalah layanan publik yang seharusnya melayani publik dengan baik. terimakasih,6 tahun lalu,2025-10-21
Ni'matuz Zahroh,5.0,"tempat nyari literasi dan ngerjain skripsi favorit aku. nyaman, bersih, sejuk, pelayanannya ramah dan cepat, suka banget kesini",5 tahun lalu,2025-10-21
Evia Nanda,5.0,"Banyak koleksi buku fiksi dan non fiksi, tempatnya nyaman dan bagi orang yg ber ktp jawa timur bisa jadi anggota",7 tahun lalu,2025-10-21
biantoro pambudi,5.0,apakah sudah bisa mengerjakan atau membaca buku ditempat seperti dahulu kah? atau sudah tidak ada lagi tempat buat ngerjakan disana?,3 tahun lalu,2025-10-21
Charrysma Setyo Utomo,5.0,"apakah ada bukua EBA ""Pedoman pemeriksaan kesehatan intelegensia melalui penilaian kemampuan eksekutif otak (executive brain assessment) untuk pejabat pemerintah/negara"" ?terima kasih",5 tahun lalu,2025-10-21
raffi hamzah,5.0,"Pelayanan memuaskan, sampe dibantu dicarikan buku yang diinginkan. Wifi lancar, tempatnya sejuk.",8 tahun lalu,2025-10-21
Tantri Widya Sari,2.0,"Tempatnya bagus, nyaman
Cuman colokan kabel buat laptopnya sedikit
Jadi tidak bisa buat ngerjakan tugas kuliah",9 tahun lalu,2025-10-21
Tri Elyasari Kartika,5.0,Sayangnya di hari Sabtu dan Minggu tidak buka. Setidaknya hari Sabtu buka jadi kami yang bekerja bs berkunjung di hari Sabtu.,2 tahun lalu,2025-10-21
Sadari Dari,5.0,Disperpusip Jatim... Luar biasa.. Tempat harta ilmu pengetahuan tentunya...Rapi.. Bersih... Nyaman.... Salam sehat selalu...,4 tahun lalu,2025-10-21
Muhammad Ahmad,4.0,"Koleksi buku banyak
Ruangan baca nyaman
Parkir cukup luas",3 tahun lalu,2025-10-21
Aisyah Nurafe,5.0,"Tempat yang bagus, lengkap, dan strategis untuk meminjam dan mengembalikan buku",3 tahun lalu,2025-10-21
Dian Nabila Martiana,4.0,"Ada wifi gratis, ruang ber-AC , serta koleksi buku yang lengkap👍👍 …",7 tahun lalu,2025-10-21
Prasetya Eka Prabowo,5.0,Fasilitasnya lengkap dilengkapi katalog buku jadi mudah mencari dan tempatnya bersih rapi,8 tahun lalu,2025-10-21
amelinda kusumaningtyas,5.0,"Suasana nyaman , koleksi buku banyak , wifi kenceng pula . sangat membantu sekali !",8 tahun lalu,2025-10-21
Rino Do Carmo,5.0,"Koleksi Sangat Lengkap.

Dibandingkan Beberapa Tempat yang Saya Kunjungi..

Pelayanan Baik",3 tahun lalu,2025-10-21
R. Pratama Febriansyah,3.0,Kenapa sih kok tulisan petunjuk sama tata letak ada yang tidak sesuai dengan judul.,2 tahun lalu,2025-10-21
Ara Tiara,5.0,"Pendaftaran kartu anggota, gratis. Tempat nyaman, buku lumayan lengkap, pelayanan cukup baik",8 tahun lalu,2025-10-21
MARSELINUS RICHARDO,5.0,Bingung untuk mencari tempat tongkrongan yg asik sekaligus buat belajar dan berdiskusi? Disini ajaaaa... Cocok gans!,9 tahun lalu,2025-10-21
piki alien,5.0,"Suasana tenang, sirkulasi udara aman dan dingin. Kondisi yg pas buat baca buku, jurnal, majalah.",8 tahun lalu,2025-10-21
ayu wijayanti,5.0,"Tempatnya sangat nyaman, buku-bukunya juga lumayan lengkap😊 …",5 tahun lalu,2025-10-21
Dhya Sari,4.0,Tempat nyaman dan fasilitas ok. Pembuatan kartu tanda anggota jg cepat ^^,8 tahun lalu,2025-10-21
Agus Rahmadi,5.0,Banyak fasilitas yg tersedia..ruangan cukup nyaman..sukses selalu,3 tahun lalu,2025-10-21
Tantri,5.0,tempat nyaman dan pelayanan ramah. buku lengkap untuk menambah wawasan.,7 tahun lalu,2025-10-21
Yanuar Aliffio,2.0,Penjaga di Ruang Referensi Galak pada saat ditanya. Padahal baru pertama kesana dan belum tau apa2(itungannya orang awam).,8 tahun lalu,2025-10-21
Zul Fahmi,5.0,"Adem pol, enak buat ngerjain tugas kuliah.. Tp kadang suka ngantuk karena terlalu nyaman hehe",9 tahun lalu,2025-10-21
Just Me,5.0,"Lengkap, nyaman, bersih, tertib, pelayanannya oke, pembuatan kartu perpustakaan cepat..",6 tahun lalu,2025-10-21
onyx zadiez,5.0,Ttp mematuhi prokes dan tempatny bersih playananny pun jg ramah dan baik,3 tahun lalu,2025-10-21
Amelia Riski Merdiana,5.0,Tempat nyaman buat belajar dan mengerjakan tugas,setahun lalu,2025-10-21
Dewi Ayu Z.,5.0,"Hari ini 30 Maret 2020, saya tlp perpusda utk menanyakan apakah buka seperti biasa atau tidak. Tetapi tlp tidak diangkat.",5 tahun lalu,2025-10-21
Juni Fabian,5.0,"Selain nyaman dan lengkap, petugasnya ramah dan friendly utk anak2 , bikin krasan",8 tahun lalu,2025-10-21
pheb _27,5.0,"tempatnya nyaman,koleksi bukunya banyak dan free wifi..",7 tahun lalu,2025-10-21
sukses mantaoani,5.0,"Tempat mencari buku yang lumayan lengkap,  disini lebih diutamakan KTP surabaya",8 tahun lalu,2025-10-21
fadillah vidya,4.0,"Cukup lengkap bukunya, tempat nyaman, petugas ramah",5 tahun lalu,2025-10-21
Susilo Da,4.0,Bagus.. Koleksi khasanah arsip  arsipnya nomor 2 setelah arsip nasional RI,Diedit 2 tahun lalu,2025-10-21
Mohamad Zainuri,5.0,Disini tempatnya sangat nyaman...asyik buat membaca suasananya sangat tenang dan adem pool,9 tahun lalu,2025-10-21
Arif Mauzen,5.0,sangat membantu bagi semua lapisan masyarakat mulai dari pelajar hingga pengusaha...informasi sangat lengkap,7 tahun lalu,2025-10-21
Pop Es Melon,4.0,Bukunya kadang gk sesuai tempat pas menggunakan mesin pencarian,5 tahun lalu,2025-10-21
Salsa 98,4.0,Literaturnya lengkap dan tempat yg nyaman. Sangat membantu menyelesaikan tugas kuliah,8 tahun lalu,2025-10-21
Arizal Bawasir,1.0,Pembuatan kartu anggota gratis. Pantes jelek+galak pelayanannya.,8 tahun lalu,2025-10-21
Ali Alien,5.0,Selalu berinovasi dalam berbagai hal teknologi dan informasi,Diedit setahun lalu,2025-10-21
ajib Slankers,5.0,Perpustakaan sangat lengkap dan pelayanan juga sangat keren.,setahun lalu,2025-10-21
Tri Elok Wahyuningsih,5.0,Tempat favorit untuk menyepi dan menenangkan diri 🧡🧡🧡 …,setahun lalu,2025-10-21
yudha Jack,5.0,"Tempatnya asik, pelayanannya cepat dan bukunya banyak, cocok untuk cari literatur",8 tahun lalu,2025-10-21
Muhamad Insan Kamil,3.0,penjaganya ada yg humble ada yg engga. biasanya yg humble si yg cowo😂 …,8 tahun lalu,2025-10-21
Setia Nucke,5.0,"Ada perpustakaan khusus anak-anak, buku cerita nya banyak dan bagus2",6 tahun lalu,2025-10-21
Om Jan,5.0,Salah satu yg bikin saya seneng ke sini adalah parkirnya gratis. 😁 …,3 tahun lalu,2025-10-21
Maulina Putri,5.0,Banyak koleksi buku. Buat mahasiswa yg cari refrensi buku disini,Diedit 7 tahun lalu,2025-10-21
Denny Abdurrachman,5.0,Kesini cuma sekali tapi disuruh bikin kartu anggota sama rozan,3 tahun lalu,2025-10-21
solich sugiarto,5.0,"Tempatnya nyaman buat baca, bukunya lengkap dan sangat  membantu",7 tahun lalu,2025-10-21
Retno Permata,4.0,Nyaman,6 tahun lalu,2025-10-21
Dhea Forekha,4.0,"Tempatnya enak, luas. Banyak colokan",3 tahun lalu,2025-10-21
Alifiah NurIzza,5.0,Suasananya nyaman banget buat sekedar baca2 atau ngerjain tugas,8 tahun lalu,2025-10-21
Ida Ayu Permatasari,5.0,Apakah saat pandemi covid perpusda jatim tetap buka pak/bu?,5 tahun lalu,2025-10-21
Esa Fatika,5.0,Pelayanannya di sini ramah dan sistem yang di terapkan pun cukup mudah.,3 tahun lalu,2025-10-21
robby asyari,5.0,Kerennn,8 tahun lalu,2025-10-21
manda fitri,5.0,Enak banget disini bukunya banyaaak dan nyaman tempatnya,8 tahun lalu,2025-10-21
Harun Santoso,5.0,"Gabut? Mager? Galau? Bingung? , maen kesini aja, semua jawabannya ada disini 😅 …",7 tahun lalu,2025-10-21
