username,rating,review_text,relative_date,review_date
Nurdin Loka,3.0,Pelayanananya bagus,4 tahun lalu,2025-10-21
Agus Pramono,5.0,Nyaman dan banyak koleksinya,5 tahun lalu,2025-10-21
Leo C,5.0,Tempatnya bersih dan rapi.,7 tahun lalu,2025-10-21
Azis Prasetiyo,5.0,Gedungnya bagus dan bersih,7 tahun lalu,2025-10-21
Rossita A.,5.0,👍👍 …,5 tahun lalu,2025-10-21
luhur budi,4.0,Tempet asyik untuk ngerjain tugas tugas,8 tahun lalu,2025-10-21
Vebriani Vebri,5.0,Nyaman dan bersih,5 tahun lalu,2025-10-21
Rio Saputra Motivator,5.0,"Nyaman, bersih, lengkap.",6 tahun lalu,2025-10-21
Dwi Antika,5.0,Tutup sementara selama covid,4 tahun lalu,2025-10-21
Darius Kabanga,5.0,Nyaman dan sunyi,8 tahun lalu,2025-10-21
Erna Aprilla,5.0,Nyaman,2 tahun lalu,2025-10-21
Info Astronomy,4.0,Perpustakaan yang cukup lengkap,8 tahun lalu,2025-10-21
Jeffri,5.0,Ramah,4 tahun lalu,2025-10-21
Terbit,4.0,Bagus,7 tahun lalu,2025-10-21
Ichjsan ichjsan,5.0,Menyenangkam,3 tahun lalu,2025-10-21
Bambang Kristanto,2.0,Informasi tidak jelas,4 tahun lalu,2025-10-21
Ikhsan A.r.,4.0,Perpustakaan yang nyaman,6 tahun lalu,2025-10-21
Ni Putu Astri Indah Pratiwi,5.0,nyaman,5 tahun lalu,2025-10-21
Chou Emily,4.0,"Lokasinya agak sulit ditemukan, tetapi mudah ditemukan dengan melihat bangunan dengan garis kuning di luarnya.
Anda harus berganti pakaian dengan tas transparan di lantai satu sebelum masuk (Anda harus menitipkan tas Anda sendiri).
Staf yang bertugas sangat ramah.
Pada hari kerja, sekitar pukul 10.30 pagi, tidak terlalu ramai. Lantai dua memiliki banyak tempat duduk, dan meja-mejanya besar. Kebanyakan memiliki colokan untuk laptop, yang sangat saya sukai.
Ada Wi-Fi gratis, yang awalnya berfungsi dengan baik, tetapi terasa melambat seiring bertambahnya pengunjung.
Ada dispenser air kecil di lantai dua, tetapi tidak ada air panas.
Toilet di lantai satu sangat bersih.",7 tahun lalu,2025-10-21
Aditya,5.0,"Perpustakaan ini terbuka untuk umum dan memiliki fasilitas yang memadai untuk ukuran perpustakaan sejenis. Meskipun koleksi bukunya tidak terlalu lengkap, mereka menyediakan Wi-Fi gratis (agak lambat) dan fitur ruang audiovisual (yang belum saya coba). Fasilitas ini dapat dinikmati oleh pengguna umum dengan mendaftarkan kartu identitas mereka kepada admin perpustakaan di lantai 2.",Diedit 8 tahun lalu,2025-10-21
Eleazar Moeljono,5.0,Sungguh pengalaman yang menyenangkan berjalan-jalan di perpustakaan dan menikmati buku-buku terbitan penulis Indonesia.,setahun lalu,2025-10-21
Dewi Natalia,4.0,"Perpustakaannya nyaman. Tempat yang bagus untuk bekerja dan belajar. Perpustakaan menyediakan ruang untuk berdiskusi. Kecepatan wifi tidak sesuai harapan.

Untuk koleksi buku, menurut saya pengelola harus menambah koleksi buku.

Tips dari saya: jangan datang ke perpustakaan ini pada hari Sabtu. Beberapa acara diadakan di lantai bawah dan Anda mungkin mendengar suara bising. Kunjungi perpustakaan pada hari kerja.",7 tahun lalu,2025-10-21
Iqbal Hariadi,5.0,"Tidak hanya buku, tempat ini juga menyediakan ruang bagi komunitas/organisasi untuk mengadakan acara/pelatihan. Sangat membantu komunitas remaja",8 tahun lalu,2025-10-21
aline ardhiani,5.0,Perpustakaan terbaik di kantor pemerintahan. Dua tumbang untuk Perpustakaan Kemendikbud.,5 bulan lalu,2025-10-21
Erwandy Lim,5.0,"Tempat terbaik untuk bekerja, membaca, dan bersantai sejenak di tengah kota Jakarta yang padat. Desain interiornya juga sangat bagus.",8 tahun lalu,2025-10-21
Timothy Ravis,5.0,"Saya mampir untuk mencari buku langka dari tahun 1950 yang menurut onesearch.id disimpan oleh perpustakaan. Buku itu tidak ada di sini, melainkan di perpustakaan mereka yang lain di Rawamangun; para pustakawannya sangat membantu dan dalam waktu satu jam saya mendapatkan pindaian bab yang saya cari. Terima kasih banyak!",setahun lalu,2025-10-21
Adi Sasongko,5.0,Para introvert dan geek sangat direkomendasikan untuk menghabiskan waktu Anda di sini,2 tahun lalu,2025-10-21
Aini Maasir,5.0,"Saya berkunjung ke sini di hari kerja. Lokasinya strategis. Tempatnya nyaman dan tenang untuk membaca, bekerja, dan belajar. Tersedia juga banyak buku untuk anak-anak dengan area baca sendiri. Terima kasih Kemdikbudristek! Menuju Indonesia Emas!",3 tahun lalu,2025-10-21
laras,5.0,Perpustakaan terbaik dan tempat nyaman seperti biasa,7 tahun lalu,2025-10-21
dhul ikhsan,5.0,"Saya telah bergabung sebagai anggota sirka 2015. Tempat ini bagus untuk membaca, berdiskusi, dan menonton film, karena perpustakaan ini memiliki semuanya. Koleksi buku & filmnya, serta fasilitasnya, sangat direkomendasikan.",8 tahun lalu,2025-10-21
IsH H,5.0,Perpustakaan ini terbuka untuk umum. Tempatnya nyaman dan koleksinya cukup lengkap. Terletak di dalam kompleks Kementerian Pendidikan dan Kebudayaan. Dekat dengan mal FX Sudirman.,9 tahun lalu,2025-10-21
Abiyyu Adiarto,5.0,"Tempat yang sangat bagus untuk belajar atau mengerjakan PR, pasti akan kembali untuk belajar",3 tahun lalu,2025-10-21
Henry Jaya Teddy,5.0,Jelajahi dunia buku baru yang aneh,2 bulan lalu,2025-10-21
Ratianto,5.0,Senyap dan nyaman.,7 tahun lalu,2025-10-21
Hani Rosidaini,4.0,Tempat yang bagus di area kementerian.,7 tahun lalu,2025-10-21
Goldy Dharmawan,4.0,"Koleksinya tidak banyak, tetapi tempatnya nyaman untuk belajar dan bekerja.",4 tahun lalu,2025-10-21
Mohammad Rhenald Armand,5.0,"Tempatnya nyaman, koleksinya lengkap, semua pustakawannya ramah dan fast respon 👍 …",3 tahun lalu,2025-10-21
Valentino Gratia,5.0,Pilihan yang bagus untuk mengisi diri Anda dengan banyak pilihan buku dan koran.. lengkap untuk referensi bidang pendidikan apa pun,8 tahun lalu,2025-10-21
Azizah Hasna' Arifin,5.0,Tempat yang bagus,5 tahun lalu,2025-10-21
Alfin Abrar,5.0,"Melakukan kegiatan Toastmasters di tempat ini pada hari Jumat, dan saya bersenang-senang 🥳🥳🥳 …",2 tahun lalu,2025-10-21
Albert Andrew,3.0,"Koleksinya bagus sekali
tapi cahayanya terlalu redup
layanannya buruk",7 tahun lalu,2025-10-21
Irfan Rosandi,5.0,"tempat yang mengagumkan, tidak ada musik dan sejauh ini sangat nyaman!",8 tahun lalu,2025-10-21
Pamuka Prasetya Primantara,5.0,Koleksinya bagus. Pustakawannya juga ramah.,8 tahun lalu,2025-10-21
Budi Irawan,5.0,"Nyaman, banyak acara bagus yang diadakan disini.",9 tahun lalu,2025-10-21
Arif Syamsudin,5.0,"tempat yang bagus untuk belajar, bekerja, menimba ilmu. nyaman.",5 tahun lalu,2025-10-21
Putri Lydia,4.0,Sangat nyaman,8 tahun lalu,2025-10-21
Sigit Ardiyanto,5.0,Sipppp..,6 tahun lalu,2025-10-21
Ramadhanil Fajri,5.0,Tempat yang nyaman untuk membaca!,9 tahun lalu,2025-10-21
Budhi Pras,5.0,Tempat yang bagus untuk belajar dan menimba ilmu.,5 tahun lalu,2025-10-21
Puthadroe Negara,5.0,halo02,6 tahun lalu,2025-10-21
Azhar Rafiq,4.0,Sangat nyaman.,9 tahun lalu,2025-10-21
Siti Daunah,5.0,Bagus,3 tahun lalu,2025-10-21
Muhammad Ikhsan Saputra,5.0,Perpustakaan yang bagus ❤️,3 tahun lalu,2025-10-21
Arini Putri Astuti,5.0,Wajib dikunjungi oleh u dan u dan u... 😁 …,5 tahun lalu,2025-10-21
Gps coy,5.0,Bagus,4 tahun lalu,2025-10-21
Amalia Rizki,5.0,Nyaman,5 tahun lalu,2025-10-21
Fazli Umar Faruq,5.0,Suasana terbaik,8 tahun lalu,2025-10-21
Abdul Rohman Hafid,5.0,Bersihkan dan nyaman!,8 tahun lalu,2025-10-21
