username,rating,review_text,relative_date,review_date
Faiz Maulana Achsana,5.0,"Perpustakaan dan cafe yang nyaman untuk belajar. Anda bisa datang ke tempat ini jika mencari tempat yang tenang untuk mengerjakan tugas atau belajar. Lokasinya ada di pusat kota. Tempat duduk cukup ramai menjelang siang, direkomendasikan datang pagi. Disini juga bisa memesan makanan atau minuman. Terdapat meja untuk grup ataupun yang perseorangan. Recommended",setahun lalu,2025-10-21
silvy aulia,5.0,"Bagi yg suka ketenangan dan baca buku cocok bgt
Lokasi mudah ditemukan. Parkiran lumayan, baca buku dn garap tugas gratis, ada mini cafenya menunya dikit, lumayan mahal tpi worth it lah.
Kakaknya ramah bgt.
Ada toilet bersih dn musholah",setahun lalu,2025-10-21
Anita Amalia,5.0,"Tempatnya bersih, Suka banget sama suasananya tenang. Tempat ternyaman buat ngerjain tugas. ga lupa kalo kesini pasti pesan es Soklat, bolak balik order menu ini karena rasa beda sama yang lain.",Diedit 2 tahun lalu,2025-10-21
Kuanlyna Fatma,5.0,"bagus, suka banget sama tempatnya, tenang gitu dan ga berisik. Kesini rasanya kek ke rumah nenek, vibes jaman dulu dan suka banget sama buku2nya banyak sastra2 lama yang ada disini",2 tahun lalu,2025-10-21
Mohamad Rizqy Triwibowo,5.0,"Cocok buat orang yang ingin baca buku dengan tenang jauh dari hiruk-pikuk kehidupan dunia ini, minuman cafenya juga lumayan enak meskipun sedikit aneh, kalo mau nambah gula bayar 2k. Tapi overall tempatnya recommended banget",setahun lalu,2025-10-21
Cindy Faradhila,5.0,"suka buku2 koleksinya, uda bbrp kali pinjem, trus uda nyobain kopi susunya jg oke",7 bulan lalu,2025-10-21
carzyman 01,5.0,"Nuansa Bandung dapet apalagi bagi aku yang suka baca buku feelnya bagus banget deh, koleksi bukunya lumayan lengkap, dan pelayanannya pun mantep dan terakhir jan khawatir kalian  bisa sholat disitu walaupun hanya cukup buat satu orang",2 tahun lalu,2025-10-21
Cindy Caroline,5.0,"yang suka literasi wajib banget kesini, koleksi buku nya banyak tempat juga nyaman. disini jual buku juga yang pastinya sudah pilihan",setahun lalu,2025-10-21
Susan Salsabila,5.0,"Baguss sih, bukunya banyak. Ada 2 tipe, yg dibawah ga pake AC dan gratiss, yg di atas pake AC dan ada biaya nya. Saya pilih yg gratis, mayanlah bisa nugas, buat hawa udaranya yg dibawah, dari saya kurang nyaman aja  tapi buat gratis udah lebih dari cukup siih",2 tahun lalu,2025-10-21
nisa,5.0,"librarynya bagus ala vintage cocok buat yg mau baca/kerja"" krna ruangannya sunyiii. kalo kesini pas siang lumyan panas kayaknya tp ada kipas sih kebantu dikit 😄😄 oiya yg aku suka dari library ini tuh mereka nyediain lampu baca! jadi kita bisa baca tanpa harus gelap""an 😆😆 menurutku koleksi bukunya juga oke …",2 tahun lalu,2025-10-21
Reza Fernanda,5.0,Suka bangeet sama tempatnyaaa. Meskipun jadul tapi asik gituu. Variasi bukunya banyaakk. Suka banget pokoknya,2 tahun lalu,2025-10-21
Ajeng Irawanda,5.0,Pertama kali kesini langsung nyaman berasa rumah sendiri haha. Aroma bukunya bikin betah buat lama disana. Pokoknya best deh buat belajar.,3 tahun lalu,2025-10-21
willy akhdes,5.0,sayangnya tau tempat ini pas hari terakhir di Surabaya. I’ll come back soon,7 bulan lalu,2025-10-21
Hera Rasendriya,5.0,"super duper cozy! tempat baca, ngerjain tugas, n co-working space nya manteppol. bisa pesan minum juga",3 tahun lalu,2025-10-21
Shelly Intan Sari,5.0,"Tempat yang sangat cocok buat ngerjain tugas, skripsi ataupun untuk kerja kelompok. Ada tempat buat sholat juga. Super cozyy!!!",Diedit 2 tahun lalu,2025-10-21
Junda F. Izza,5.0,"Untuk yang baru pertama kesini gaperlu khawatir, penjaga nya ramah banget. Masuknya gratis bisa baca buku sepuasnya",2 tahun lalu,2025-10-21
Rahmania Antin,5.0,"tempatnya nyaman buat baca2 karna ada lampu bacanya dan bisa pesen kopi juga buat nemenin bacanya. disini bukunya ada yg bisa disewa ada juga yg hanya bisa dibaca disana.
buku2 dari pramoedya yg tetraloginya cover jaman dulu...sokyuuut
disini sering juga buat acara diskusi",7 tahun lalu,2025-10-21
Fitri Yuni,4.0,"Unique, kondusif bgt buat yg pengen ngerjain tugas disini (stelah kondisi stabil tentunya). Pengen nyoba dateng ke event pasar sehatnya. One day semoga bisa 😉 …",5 tahun lalu,2025-10-21
Hafifah Lutfiana,5.0,"comfy bgt untuk nugas, telang sereh nya 8/10, ada kucingnya lucu bgttt. ofc pilihan buku buat dibaca juga banyak✨",Diedit 2 tahun lalu,2025-10-21
dhur anni,5.0,"Salah satu hidden game percafean di Surabaya. Ini makanannya enak enak banget dan tempatnya sangat nyaman. Banyak buku-buku koleksi yang bisa dibaca di tempat, tapi kalo bawa pulang kurang tau juga ya gimana.

Menu makanan dan minuman memang ga terlalu banyak tapi rekomen untuk dj coba. Tersedia wifi, kipas angin dan colokan untuk charger di dekat tempat duduk yang sangat tenang.",setahun lalu,2025-10-21
Paramita,5.0,"Super nyaman, cocok mau bikin tugas disini atau mau kongkow sama temen juga bisa. Rotbak gandum cinnamonnya enak",6 tahun lalu,2025-10-21
Feldi Tri Kito,5.0,"Tempat yang sangat cocok untuk melepas penat, mengisi energi sosial bagi yg introvert dan wadah yg pas untuk berkolaborasi",2 tahun lalu,2025-10-21
Nasya Putri Risdyantari,5.0,"Tau tempat ini dari TikTok. Pas sampe sana tempatnya cozy + cocok banget buat yg mau nugas sambil ngafe, apalagi buat yg cari suasana tenang gitu cocok bgt. Untuk harga minuman juga terjangkau. Buku2 yang ada disana juga boleh di pinjem sama pengunjung. Oh ya, disediain tempat sholat juga buat yg muslim.",2 tahun lalu,2025-10-21
Rafidah Setiawan,4.0,"Tempatnya nyaman dan tenang, sangat cocok untuk membaca buku atau mengerjakan tugas. Koleksi buku-bukunya sangat menarik untuk dibaca. Saran untuk variasi makanannya tolong ditambah karena pilihannya terlalu sedikit. Ngerjain tugas atau baca buku enaknya sambil ngemil, hehe",2 tahun lalu,2025-10-21
Mikhael Ekklesia,5.0,sangat sunyi dan memang khusus yang ingin belajar atau ngerjain tugas,Diedit 2 tahun lalu,2025-10-21
Nur Sakinatul Jannah,5.0,"Tenang dan nyaman untuk mengerjakan sesuatu dan membaca, minuman sangat terjangkau harganya.",setahun lalu,2025-10-21
Risa Susanti,2.0,"Tempat nyaman, konsep bagus, tapi bagian pemesanan makannya agak bad, mau pesen malah ditinggal lama di belakang bersih2 dapur, dibel nggak respon, dipanggil malah sikapnya seolah-olah kita nggak sabaran, jadi bikin gk nyaman 👎🏻👎🏻👎🏻 …",setahun lalu,2025-10-21
Farhan Alibasjah,3.0,"Sebelumnya beberapa kali berkunjung kesini happy dan motor aman aja, cuman semenjak ada JURU PARKIR helm saya yg tadinya gk kenapa2 malah jadi rusak dan spakbor motor depan yg tadinya mulus jadi baret2. Terakhir kesana pas baru dateng sempat lihat juga juru parkirnya mindahin motor kurang hati2 jadi helm pengunjung sampe jatuh keras banget. Saran dari saya tolong Pak yg markirin, pls jangan sembrono kalau geser2 motor supaya gk terulang lagi kejadian kyk saya.",2 tahun lalu,2025-10-21
Mutiara Jeanny Clarette,5.0,"Vibenya vintage. Buku yang ada variatif.
Bisa pesan makan/minum. Kalau malam ada lampu meja nya. Tidak bising cocok untuk belajar & kerja.",setahun lalu,2025-10-21
Novia Saikosni,5.0,"Nyaman banget, tapi sayang gegara covid belum bukaa sampe sekarang ;(((",4 tahun lalu,2025-10-21
Debby Utomo,5.0,"Suasana yang sangat hommy membuat Anda dijamin betah berlama-lamaan di sini untuk membaca buku. Selain itu, tempat ini juga sering mengadakan beberapa agenda acara seperti bedah buku, workshop, pasar sehat, gigs dan beberapa acara lainnya yang bisa Anda dapatkan informasi di Instagram mereka @c2o_library. Mereka saat ini juga sedang menghadirkan sebuah sajian makanan sehat, enak dan murah di ""Warung Hati"" (@warunghati). Kalau Anda pecinta kuliner vegan, Warung Hati cocok buat tempat makan Anda.",8 tahun lalu,2025-10-21
Satriagalagkas Kas,5.0,"Suasananya nyaman, seperti pelukan terakhir dari seseorang",5 bulan lalu,2025-10-21
valya ika,5.0,"Bakal balik lagi sih aku, belum nemu tempat se zen ini di sby",setahun lalu,2025-10-21
'Izzatil 'Adawiyah,5.0,"perpustakaan favorit kalo di surabaya. librariannya super ramah dan helpful sekaliii. di sini enak buat ngerjain skripsi, baca buku lama lama. nggak perlu takut laper karena ada dapur di bagian belakangnya. ada tempat sholat juga. bukunya terkurasi dengan baik, tiap bulannya ada buku yang direkomendasikan tematik. ada co working space nya juga. cozy lah pokoknya. ngadakan event di sini juga enak. titip jualan juga bisa, karena c2o ini support local product banget.",6 tahun lalu,2025-10-21
Andre Leonardo,3.0,"Koleksinya cukup lengkap bisa buat mengisi waktu luang di kala penat dengan membaca buku

Buku di sini bisa di pinjam dan tersedia mini cafe di dalamnya",setahun lalu,2025-10-21
Ezekiel Teguh,4.0,"great place for reading books and doing assignments. you can read the books freely. they occasionally organize some discussion events in their place. good atmosphere for just talking with friends about recent events.

tempat yang menarik untuk membaca buku dan mengerjakan tugas. buku dapat dibaca dengan bebas dan terdapat papan pengumuman mengenai berbagai event yang akan diadakan di kota surabaya. pada waktu-waktu tertentu tempat ini mengadakan acara diskusi mengenai berbagai topik dalam masyarakat. suasana bagus untuk membaca buku atau hanya berdiskusi membicarakan topik-topik yang hangat bersama teman.",8 tahun lalu,2025-10-21
Manasye Indra Kusuma,5.0,"Pelayanan ramah. Banyak koleksi buku bagus yang bisa dipinjam setelah menjadi anggota. Ada juga koleksi yang dijual. Ada juga beberapa koleksi lagu-lagu dari band indie, misalnya milik band indie asli Surabaya: SILAMPUKAU. Tempatnya asik dan nyaman untuk membaca. Minggu pertama tiap bulan juga ada bazar makanan dan minuman sehat. Bisa baca sambil makan dan minum.",7 tahun lalu,2025-10-21
Prio Adi Ramadhani,5.0,Saya mengapresiasi langkah penggagas library ini. Terlihat library ini ditata dengan konsep yang bagus. Ada tempat Shalat jg meski terbatas. Mungkin bagian di lantai 2 bisa dibuat sepetak musholla yang memadai dan nyaman.,2 tahun lalu,2025-10-21
Z Cilla,5.0,"tempatnya cozy banget, cocok emang dibuat nugas ataupun sekedar baca-baca santai. tapi minusnya pegawai yang putih item tidur terus kak. makan gaji buta pegawainya😤 …",2 tahun lalu,2025-10-21
Ucie Item,4.0,"Perpustakaan independen yang sangat nyaman, tenang dan penub fasilitas. Terdapat beberapa komunitas yang sering menggunakan tempat imi sebagai lokasi kegiatan antara lain Surabaya sehat. Tidak jauh dari Gedung Wismilak, jika dr arah darmo tingga belok kiri dr Jl. WR Supratman. Tempat nya instagramable dengan kesan retro",6 tahun lalu,2025-10-21
alfy nadira,5.0,"Banyak refrensi buku. One of cozy places in the middle of Surabaya. Gak cuma library aja ternyada jg ada coworking space nya. Tempatnya cocok banget buat yg bener2 butuh ketenangan buat bikin tugas.

Selain itu jg tersedia aneka cemilan
Fyi, tutupnya hari selasa.",5 tahun lalu,2025-10-21
Rumput Ridha,4.0,"Tempat nya enak. Nyaman buat baca2.
Tanpa tiket masuk, boleh baca buku sepuasnya. Ada program tukar buku juga.
Bisa pinjam buku nya, asal jadi member.
Ada co-working space juga meskipun ga besar.
Jika area bisa bebas asap rokok akan menjadi tempat yang sempurna.",6 tahun lalu,2025-10-21
Octa Diah Lestari,5.0,"Tempatnya nyaman, enak banget buat baca buku santai..
Makanan dan minumannya standart..
Tempatnya bersih dengan 2 lantai..
Buku-buku nya juga lumayan lengkap",2 tahun lalu,2025-10-21
Nena Zakiah,5.0,"Beberapa hari lalu kesini karena ada event. Tapi bingung tempatnya dimana, ternyata di gang yang ada Kayana Resto(?) itu. Letaknya di sebelah kiri jalan, macam rumah-rumah gitu. Kalo ga jeli ga bakal tau karena disana nggak ada tulisan 'c2o' jadinya yaa aku kebablasan. Saran sih, mending dari luar dikasih tulisan yang jelas biar bisa sampai tempatnya dengan benar hehe

Anyway, tempat ini terkenal karena perpustakaannya. Temanku bilang, di c2o kamu juga bisa beli postcard alias kartu pos. Tempat ini juga sering digunakan untuk kegiatan macam bedah buku, seminar sampai diskusi gitu. Bagian dalamnya agak gelap sih, kurang penerangan menurutku. Cuman tempatnya emang rindang.

Senang bisa berkunjung kemari akhirnya!",7 tahun lalu,2025-10-21
Aurelia Dias,5.0,Tempatnya agak tersembunyi karna ga ada papan namanya. Tapi tempatnya eye catching.,6 tahun lalu,2025-10-21
elly,4.0,"Ada perpustakaan dan bisa sewa ruangan dan peralatannya, minuman, internet dengan harga terjangkau. Pelayanan ramah. ada acara atau pasar sehat disini. tempatnya di belakang resto kayana. Parkir mobil agak susah, kalau parkir di depan pasti bayar parkir.",7 tahun lalu,2025-10-21
By Fadhli Zaky,5.0,"Salah satu perpustakaan terlengkap di Surabaya dengan tempat baca yang nyaman. Terdapat musholla, toilet, bahkan tempat untuk menginap. Kamu juga bisa menikmati acara-acara rutin yang diadakan disana seperti gigs band indie dan pasar sehat.",7 tahun lalu,2025-10-21
Andi Brata,5.0,tempat memanjakan anda dengan segudang buku bacaan dari segala tema dalam negeri ataupun luar. anda juga akan menemukan buku tipe rare dan bisa membacanya dengan gratis ditempat. mereka juga memberikan kesempatan untuk membawa pulang buku dengan mendaftarkan menjadi member. tempat ini juga menyediakan tempat meeting dan galeri yg bagus untuk dipakai.,7 tahun lalu,2025-10-21
Tanaya Az Zhara,5.0,"comfy paraah. tempatnya tenang, sejuk, apalagi kalo pas ga begitu rame. andalan bgt kalo suntuk nugas di rumah langsung gas pindah ke sinii. mbak masnya juga ramah!! ❤",2 tahun lalu,2025-10-21
Fathu Zahroh,5.0,"Tempat nya gak berisik, nyaman dan banyak pilihan bukunya, mulai dari klasik hingga yang paling kekinian, asing dan Indonesia. Tempat ini juga menjual buku serta, album musik, atau kerajinan tangan.",Diedit 7 tahun lalu,2025-10-21
ega k (egak),5.0,"Tempat yang nyaman untuk nongkrong, baca buku, ngerjain tugas, ada makanan dan minuman juga tersedia. Tempat yang cozy dan bener nuansa hommy banget! Love!",5 tahun lalu,2025-10-21
Silmi Nur Izzah,5.0,Tempatnya sangat introvert friendly. Keren,2 tahun lalu,2025-10-21
Original Lee,5.0,Keknya menarik nih... atur waktu buat singgah mencari bacaan untuk menambah khazanah ilmu.,setahun lalu,2025-10-21
Shierly Octaviana,4.0,"(+) = Konsep bagus (tema perpustakaan dan koleksi buku anti-mainstream) dan kerap mengadakan kerja sama dengan berbagai sarana edukasi seperti seminar, talkshow, dan lain-lain, yang memperkaya wawasan bibliomania seperti saya :))

(-) = Bayar untuk hal-hal yang sebenernya ngga ada kaitan langsung dengan perpustakaan, dan jujur aja, itu kebanyakan.",8 tahun lalu,2025-10-21
Annastasia Jessica,5.0,Tempatnya nyaman buat chill sendiri,2 tahun lalu,2025-10-21
esmond winarko,5.0,Bagus. Suasana bagus. Bagus untuk belajar dll,6 tahun lalu,2025-10-21
Lie Mee,4.0,kurang nya cuma 1. di outdoor bnyk yg merokok. harusnya full no smoking area biar nyaman.,2 tahun lalu,2025-10-21
misbah_syahrul misbah,4.0,suka sekali karena tempatny sangat luas dan bersih .  dan disini juga terdapat banyak jenis buku.,5 tahun lalu,2025-10-21
Prapti Alpandi,5.0,Maturnuwun pernah jadi kolaborator (penyedia ruang) untuk workshop Daundala Awicarita tahun 2018 lalu. Semoga ke depan bisa nemu bentuk kolaborasi lainnya ya..,3 tahun lalu,2025-10-21
Fatmalany Indah Sari,5.0,"Lokasinya strategis, nyaman, orangnya juga ramah, dan parkirnya gratis",6 tahun lalu,2025-10-21
moh.yanni fikri,5.0,"sangat worth it bagi yang suka ketenangan. buku banyak, yang jaga ramah ramah",2 tahun lalu,2025-10-21
radik setagalih,4.0,"Tempatnya keren, koleksi bukunya lumayan banyak dan asyiknya tempatnya jauh dari kata membosankan",9 tahun lalu,2025-10-21
Riska Auliya,5.0,"Obral buku hari ini terakhir,buku murah meriah, mulai 5rb aja!! Nice ya. Apalagi banyak buku lawas , keren",6 tahun lalu,2025-10-21
Be Sofranita,5.0,"Tempat yg sekali kamu menginjakkan kaki di lantainya, akan membuatmu merindunya ketika pergi.",6 tahun lalu,2025-10-21
Rezy Zulfikar,2.0,"Tukang parkirnya mintain duit duluan. kalau ga jadi kesini, apa bisa duit nya balik? Hadeehhhh 👎🏻👎🏻👎🏻👎🏻👎🏻 …",2 tahun lalu,2025-10-21
Rininta Amriani Mahda,5.0,"Perpustakaan swasta tengah kota,  bukunya lumayan banyak plus ada cafenya",6 tahun lalu,2025-10-21
Anwar Jimpe Rachman,5.0,"koleksi dan toko bukunya mantap. pecinta buku, juga yang butuh referensi, silakan datang 👍🏽 …",7 tahun lalu,2025-10-21
PNDSC 03,5.0,Tempat yang tenang untuk digunakan mengerjakan tugas,2 tahun lalu,2025-10-21
Hok Giarto Hasim,5.0,Ada koleksi buku2 sejarah bhs inggris yg lumayan. Tempatnya juga cozy,10 tahun lalu,2025-10-21
Cathalia Kurnia,4.0,"Tempat buat nugas, bukan buat ngbrol hehe. Sistemnya d sini sewa tempat (kursi) ,bsa jg sewa wifi hehe",6 tahun lalu,2025-10-21
Rizky Rahmawati (rizkyrahmaw),5.0,Ada perpustakaan dan jual beberapa buku. Coworking ada di lantai atas dan bawah.,5 tahun lalu,2025-10-21
Anthony Kleofas,5.0,"Tempatnya cozy banget buat kerja, apalagi ditemani 2 kucing xD",2 tahun lalu,2025-10-21
Wike Inneke Anggraeny,5.0,Tempat paling nyaman untuk nongkrong sambil baca buku.,2 tahun lalu,2025-10-21
Angie Ayu Mujahida,5.0,"Tempatnya bagus dan nyaman. Pernah make co-work spacenya dan oke sih, termasuk murah juga",7 tahun lalu,2025-10-21
Ardianto Tan,5.0,"kalau kalian suka baca, datang aja kesini, banyak kok koleksi buku nya",8 tahun lalu,2025-10-21
Handoko,5.0,"Tempat nyaman, banyak koleksi bukunya, suasana tempatnya classy juga",6 tahun lalu,2025-10-21
Rachmad Ersan,5.0,"Banyak sekali buku-buku bacaan berbobot yang ada di sini. Selain itu, di sini juga ada buku-buku yang dijual kepada pengunjung.",7 tahun lalu,2025-10-21
renya rosaria,4.0,tempatnya keren sayang kurang lengkap dan banyak ajah bukunya,7 tahun lalu,2025-10-21
indra iisnais,5.0,Disana ada banyak literatur juga koleksi tua bijak yg mengasyikan.. C20!,10 tahun lalu,2025-10-21
Dwi Agustin,5.0,"Keren tempatnya, bisa buat acara diskusi sama nobar 👍🏼 …",6 tahun lalu,2025-10-21
Elmira,5.0,Sangat bagus buat orang yg suka baca buku,8 tahun lalu,2025-10-21
Zahra Khairani,5.0,Tempatnya cozy bgt buat baca dan mengerjakan tugas,setahun lalu,2025-10-21
Erna Nurna,4.0,Kesini kemarin pas ada event,2 tahun lalu,2025-10-21
Nurul Rahmawati,4.0,Buat bookaholic dan penggemar sejarah...ini destinasi wajib,8 tahun lalu,2025-10-21
Muchamad Baihaqy,5.0,Asyik untuk baca dan bertukar pikiran andai buka 24 jam,5 tahun lalu,2025-10-21
Arya Wira Saksana,4.0,Koleksi bukunya lengkap dan tempatnya nyaman untuk baca.,3 tahun lalu,2025-10-21
AHZ Zilan,4.0,"Classic
Tambah variasi minuman nya",6 tahun lalu,2025-10-21
Abdul Aziz,5.0,Cocok buat tempat pameran :D,9 tahun lalu,2025-10-21
Yas Nov (Yaz),5.0,"Saya suka buku, saya suka ketenangan 👍🏽 …",5 tahun lalu,2025-10-21
opi winata,5.0,Bukunya lengkap dan buku yang di jual ajibsss,9 tahun lalu,2025-10-21
Lulukistia Rohmi,5.0,Koleksi buku banyak dan menarik,4 tahun lalu,2025-10-21
Pramudita RM,5.0,Perpustakaan dengan koleksi buku yang oke,9 tahun lalu,2025-10-21
Stebby Julionatan,5.0,Keren. Acara yang diadakn di sana juga selalu keren-keren.,6 tahun lalu,2025-10-21
Rudy Hartonodiningrat,5.0,Tempat yg nyaman unt santai,7 tahun lalu,2025-10-21
Tyo 'dejavu' Hadi,4.0,Mengapa baru hari ini saya nemuin tempat ini ????,3 tahun lalu,2025-10-21
Rizal,5.0,Perpustakaan keren,6 tahun lalu,2025-10-21
shabri atha,5.0,Surganya pecinta buku,8 tahun lalu,2025-10-21
Moris Anjana,5.0,Kangen banget sama perpus ini,6 tahun lalu,2025-10-21
Sardi Iswanto,5.0,Oke,2 tahun lalu,2025-10-21
Agra Locita,5.0,Banyak kucing ❤️,7 tahun lalu,2025-10-21
Probo Darono Yakti,4.0,Super kece. Bukunya juga ajib-ajib. Sering mengadakan diskusi tematik yang wajib diikuti. Di sini juga terletak markas dari AJI Surabaya. Anak edgy wajib mampir ke sini kalau lagi di Surabaya karena tempatnya sangat indie kopi dan menulis sekali.,Diedit 1 hari lalu,2025-10-21
Alvin Darmawan,5.0,"Perpustakaan unik yang menawarkan karya klasik dan sastra modern. Stafnya ramah dan membantu. Koleksi bukunya cukup banyak, beberapa bahkan dijual. Suasananya sungguh luar biasa. Namun, tempat duduknya agak terbatas, jadi harap diingat.

Mudah diakses dengan Bus Suroboyo, hanya beberapa menit berjalan kaki dari halte RS Darmo.

Ada juga kafe kecil di belakang, cocok untuk menikmati secangkir kopi/teh sebentar, tetapi tidak ada yang istimewa.",8 bulan lalu,2025-10-21
Ellyn Malelak,5.0,"Tempat yang bagus untuk melarikan diri dari keramaian kota. Tempat ini menawarkan ketenangan untuk melakukan berbagai hal. Tempat ini memiliki perpustakaan sendiri untuk menemani 'waktu luang' Anda. Buku-bukunya sangat beragam dan ada beberapa yang ditawarkan untuk dibeli.
Buku-buku ini terbuka untuk dipinjam dengan 10K selama 3 minggu tetapi Anda harus menjadi anggota terlebih dahulu.
Jika Anda membutuhkan wifi, Anda harus membeli 35K dan bekerja di lantai atas yang memungkinkan Anda membuat teh sendiri sambil bekerja. Lantai atas adalah ruang kerjanya.
Jadi, pastikan untuk menghabiskan waktu Anda di sini. Tempat ini benar-benar sepadan dengan waktu Anda!",setahun lalu,2025-10-21
Mikail Almu'allim,5.0,"Tempat yang nyaman untuk kamu yang suka buku!

Tempatnya cukup nyaman, seperti rumah, suasananya cocok untuk membaca buku (tapi bisa jadi agak lembap dan panas).

Tersedia ruang kerja bersama di lantai 2, dengan biaya 35 ribu/hari (sekitar 2 USD). Lumayan bagus, minuman dan teh gratis untuk CWS.

Ada banyak buku, mulai dari filsafat hingga seni. Bahasa Inggris dan Indonesia. Kamu mungkin suka pilihannya, bagus sekali 👏🏽

Luar biasa mereka bisa mempertahankan ini tanpa dana resmi dan sebagainya. Butuh lebih banyak lagi, lanjutkan!",10 bulan lalu,2025-10-21
Marina Marino,5.0,"Perpustakaan dan ruang kerja bersama yang sangat nyaman, cocok untuk belajar, bekerja, atau sekadar berkumpul dengan teman. Mereka juga menjual beberapa buku, stiker, dan pembatas buku. Anda dapat meminjam buku untuk dibaca di tempat secara gratis, tetapi Anda harus menjadi anggota jika ingin membawanya pulang. Genre bukunya cukup beragam, beberapa di antaranya merupakan koleksi langka.",setahun lalu,2025-10-21
E. Elleonora D,5.0,"Benar-benar permata tersembunyi di tengah hiruk pikuk kota ini. Koleksinya luar biasa dan saya suka suasananya. Tapi kalau malam banyak banget nyamuknya, saya jadi penasaran, bolehkah saya bawa obat nyamuk elektrik sendiri ke sini? Soalnya terakhir ke sana, kaki saya banyak banget yang digigit nyamuk 😭 …",Diedit 7 bulan lalu,2025-10-21
Kirana Kepakisan,5.0,"Perpustakaan yang sangat bagus dengan berbagai macam buku, bahkan buku-buku berbahasa asing. Kasirnya sangat baik dan membantu. Tempat ini bisa sangat ramai jadi sebaiknya datang tepat setelah perpustakaan buka. Makanannya juga sangat lezat!",Diedit setahun lalu,2025-10-21
Yoe One Ariestya Niovitta,5.0,"Perpustakaan yang sangat bagus dan nyaman dengan beberapa koleksi buku lokal. Tersedia juga peta rekomendasi bernama Peta Pertigaan bagi wisatawan yang ingin menjelajahi Surabaya dengan berjalan kaki di Distrik Arab, Distrik Eropa, dan Distrik Cina. Harganya hanya 50 ribu rupiah. Wajib beli dan gunakan untuk menjelajahi Surabaya!",9 tahun lalu,2025-10-21
anthony hans,5.0,"Tempat yang nyaman dan menyenangkan (sedikit panas di sana tetapi ada kipas angin dan banyak jendela), koleksi buku yang tersedia luar biasa, Anda bisa mendapatkan apa yang ingin Anda baca, juga jika Anda membutuhkan tempat yang tenang untuk mengerjakan sesuatu, pergilah ke atas (35k seharian) untuk ruang kerja bersama, wifi gratis, kopi gratis, dan kucing (ya, mereka cantik)... sangat suka dengan tempat ini",3 tahun lalu,2025-10-21
Pratiwi Gunawan,5.0,"Jadi, ini permata tersembunyi di Surabaya. Perpustakaan kecil ini berkonsep ruang kerja bersama. Anda bisa berlangganan dan meminjam buku di sini. Anda juga bisa menikmati makanan rumahan.
Mereka menyewakan ruang kerja pribadi dan ruang bersama untuk berbagai acara.
Mereka juga rutin mengadakan pasar minggu.

#sundaymarket #exploresurabaya #activityinsurabaya #staycation #stayinSurabaya",6 tahun lalu,2025-10-21
HTpro,5.0,"Senang sekali melihat rumah orang tua saya sebelum tahun 1967, tempat saya dan saudara laki-laki saya lahir 60 tahun yang lalu, kini menjadi perpustakaan. Saya berharap semua orang menikmati membaca dan belajar dari berbagai informasi yang tersedia.",Diedit 8 bulan lalu,2025-10-21
Kevin Aditya,5.0,"Perpustakaan, galeri, dan kafe mini ini bisa menjadi tempat yang nyaman jika Anda membutuhkan ketenangan. Suasananya mirip dengan Kineruku di Bandung.",7 tahun lalu,2025-10-21
sastra sasmita,5.0,"Tempat desain folky, bersantai dan membaca buku di sini sangat nyaman. Ada banyak buku dari yang terbaru hingga legendaris, sangat tenang dan berseni",6 tahun lalu,2025-10-21
Alex Lee,5.0,"Perpustakaan umum independen dan Ruang Komunitas, serta kopi,
Bersantai dengan 8.000 buku",2 tahun lalu,2025-10-21
deaniswari salsabilla,4.0,"Tempat yang tepat untuk bersantai, banyak pilihan buku dari Bahasa Indonesia dan Sastra Inggris. Anda juga bisa menyewa buku, membeli minuman, dan kue.",6 tahun lalu,2025-10-21
sorehariselasa,5.0,kesan pertamaku ketika aku masuk; tempat ini sangat menyenangkan mata!,2 tahun lalu,2025-10-21
A L,4.0,"Cocok untuk: mencari buku menarik dengan berbagai topik, bersantai dengan teman, dan bersantai setelah seharian bekerja

Tidak direkomendasikan jika Anda: tidak tahan dengan suhu panas karena tidak menyediakan AC",7 tahun lalu,2025-10-21
Rifan Mannani,5.0,"Suka banget sama tempat ini, enak buat baca atau cuma duduk belajar dan kerja. Kucingnya lucu banget!",Diedit 3 tahun lalu,2025-10-21
Nur Hidayatullah,5.0,"Tempat yang bagus untuk mengerjakan proyek dan perpustakaan kecil. Tempat yang bagus untuk belajar, tetapi sebaiknya ada AC 😊 …",7 tahun lalu,2025-10-21
Corey Greuel,1.0,"Dikunjungi tanggal 12 Januari sore, kecewa dengan pelayanannya. Karyawan meja depan sangat kasar dan pemarah. Saat menanyakan ketersediaan materi bahasa Inggris, sikapnya buruk. Ada juga kebijakan baru tentang larangan makan di luar, yang sekali lagi ditanggapi dengan sangat kasar oleh karyawan ini. Tidak akan pernah kembali dan tidak akan merekomendasikan tempat ini.",2 tahun lalu,2025-10-21
Rizka Amalia,5.0,tempat yang bagus untuk menghabiskan waktu dengan membaca,2 tahun lalu,2025-10-21
Moch Reynald Hafidh,4.0,"Benar-benar tempat favorit saya di Surabaya. Koleksi bukunya banyak sekali untuk ukuran perpustakaan indie. Harganya juga tidak terlalu mahal. Selain itu, c2o baru saja pindah ke tempat yang lebih besar dan nyaman di sebelahnya.",9 tahun lalu,2025-10-21
Den Jo,5.0,Suasana yang menyenangkan... Kopi dengan buku,setahun lalu,2025-10-21
